Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88NH7,Q88NH7_PSEPK,Pp_1232,Putative beta-barrel assembly-enhancing protease,PP_0812_15,35989.35933,0.006403681,-2.193570291
Q88NH9,Q88NH9_PSEPK,Pp_1230,DUF945 domain-containing protein,PP_0812_15,69487.76667,0.01268273,-1.896787254
Q88NH9,Q88NH9_PSEPK,Pp_1230,DUF945 domain-containing protein,PP_0812_15,82379.73333,0.014994432,-1.824069987
Q88NH9,Q88NH9_PSEPK,Pp_1230,DUF945 domain-containing protein,PP_0812_15,78896.13333,0.014038196,-1.852688688
Q88NI8,Q88NI8_PSEPK,Tolq,Tol-Pal system protein TolQ,PP_0812_15,254582.1333,0.046465682,-1.332867687
Q88NI8,Q88NI8_PSEPK,Tolq,Tol-Pal system protein TolQ,PP_0812_15,178084.4333,0.032414221,-1.48926441
Q88NI8,Q88NI8_PSEPK,Tolq,Tol-Pal system protein TolQ,PP_0812_15,211855.6,0.037696024,-1.423704459
Q88NJ0,RUVB_PSEPK,Ruvb,Holliday junction branch migration complex subunit RuvB,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88NJ0,RUVB_PSEPK,Ruvb,Holliday junction branch migration complex subunit RuvB,PP_0812_15,0,1.00E-05,-5
Q88NJ0,RUVB_PSEPK,Ruvb,Holliday junction branch migration complex subunit RuvB,PP_0812_15,34179.652,0.006081675,-2.21597677
Q88NJ3,Y1214_PSEPK,Pp_1214,Probable transcriptional regulatory protein PP_1214,PP_0812_15,31785.44,0.005801397,-2.23646738
Q88NJ3,Y1214_PSEPK,Pp_1214,Probable transcriptional regulatory protein PP_1214,PP_0812_15,18828.43333,0.003427077,-2.465076184
Q88NJ3,Y1214_PSEPK,Pp_1214,Probable transcriptional regulatory protein PP_1214,PP_0812_15,36518.99267,0.00649792,-2.187225617
Q88NJ4,SYDND_PSEPK,Asps,Aspartate--tRNA(Asp/Asn) ligase,PP_0812_15,711562.9667,0.129872658,-0.886482271
Q88NJ4,SYDND_PSEPK,Asps,Aspartate--tRNA(Asp/Asn) ligase,PP_0812_15,730100.8333,0.132890053,-0.876507525
Q88NJ4,SYDND_PSEPK,Asps,Aspartate--tRNA(Asp/Asn) ligase,PP_0812_15,755757.2,0.134473865,-0.871362114
Q88NJ7,Q88NJ7_PSEPK,Dps,DNA-binding stress protein,PP_0812_15,335919,0.061311079,-1.212461039
Q88NJ7,Q88NJ7_PSEPK,Dps,DNA-binding stress protein,PP_0812_15,392849.3333,0.071504875,-1.145664348
Q88NJ7,Q88NJ7_PSEPK,Dps,DNA-binding stress protein,PP_0812_15,343297,0.061083737,-1.214074399
Q88NK0,Q88NK0_PSEPK,Pp_1207,HIT domain-containing protein,PP_0812_15,89733.06667,0.01637785,-1.785743098
Q88NK0,Q88NK0_PSEPK,Pp_1207,HIT domain-containing protein,PP_0812_15,92819.93333,0.016894716,-1.772249117
Q88NK0,Q88NK0_PSEPK,Pp_1207,HIT domain-containing protein,PP_0812_15,74908.16667,0.013328607,-1.875215239
Q88NK1,Q88NK1_PSEPK,Oprd,Basic-amino-acid specific porin OprD,PP_0812_15,3688205.233,0.673161813,-0.171880528
Q88NK1,Q88NK1_PSEPK,Oprd,Basic-amino-acid specific porin OprD,PP_0812_15,3345996.867,0.609025057,-0.215364839
Q88NK1,Q88NK1_PSEPK,Oprd,Basic-amino-acid specific porin OprD,PP_0812_15,3923459.667,0.698111489,-0.156075214
Q88NK2,SYP_PSEPK,Pros,Proline--tRNA ligase,PP_0812_15,532564.5,0.097202314,-1.012323394
Q88NK2,SYP_PSEPK,Pros,Proline--tRNA ligase,PP_0812_15,522437.3333,0.095091968,-1.021856165
Q88NK2,SYP_PSEPK,Pros,Proline--tRNA ligase,PP_0812_15,535071.6667,0.095206708,-1.021332452
Q88NK5,Q88NK5_PSEPK,Pp_1202,Phosphatidylglycerol lysyltransferase,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88NK5,Q88NK5_PSEPK,Pp_1202,Phosphatidylglycerol lysyltransferase,PP_0812_15,0,1.00E-05,-5
Q88NK5,Q88NK5_PSEPK,Pp_1202,Phosphatidylglycerol lysyltransferase,PP_0812_15,786.478,0.00013994,-3.854057828
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0812_15,61635.24,0.011249507,-1.948866517
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0812_15,39320.9,0.007157034,-2.145266919
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0812_15,49558.526,0.008818079,-2.054626026
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0812_15,43311.97333,0.007905191,-2.102087637
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0812_15,84733.56667,0.015422867,-1.811834881
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0812_15,88341.7,0.015718871,-1.803578655
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0812_15,101393.64,0.018506109,-1.732684894
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0812_15,98836.6,0.017989845,-1.744972572
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0812_15,86801.69267,0.015444853,-1.811216213
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0812_15,426908,0.077918159,-1.108361315
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0812_15,429470.3333,0.078170484,-1.106957199
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0812_15,402040.6667,0.071536152,-1.145474422
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0812_15,538266.6667,0.098243059,-1.007698122
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0812_15,710087.3333,0.129247275,-0.888578603
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0812_15,626435,0.111463226,-0.952868392
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0812_15,36628.1,0.006685267,-2.174881217
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0812_15,22277.76667,0.004054911,-2.392018718
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0812_15,21918.15933,0.003899956,-2.408940327
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0812_15,133087.0733,0.024290713,-1.614559733
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0812_15,149795,0.027265091,-1.564393051
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0812_15,187207.7,0.033310358,-1.477420699
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0812_15,68399.56667,0.012484114,-1.903642258
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0812_15,54496.13333,0.00991917,-2.00352468
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0812_15,19919.95933,0.003544411,-2.450455959
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0812_15,41061.08667,0.007494365,-2.125265169
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0812_15,83391.63333,0.015178614,-1.818767889
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0812_15,28940.31133,0.005149426,-2.288241208
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0812_15,15466.36667,0.002815127,-2.550502067
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0812_15,11034.152,0.001963336,-2.707005445
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0812_15,141870.1,0.025893769,-1.586804733
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0812_15,137329,0.024996079,-1.602128111
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0812_15,193315,0.034397046,-1.463478853
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0812_15,15909.98,0.002903849,-2.537025974
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0812_15,8759.866667,0.001594436,-2.797392873
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0812_15,32476.326,0.005778598,-2.238177515
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0812_15,459571.1667,0.083879757,-1.076342835
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0812_15,505583.9,0.092024373,-1.036097133
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0812_15,420468.1593,0.074815005,-1.126011293
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0812_15,174323,0.031816989,-1.497340917
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0812_15,157996.6667,0.028757926,-1.541242444
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0812_15,127184.8667,0.022630338,-1.645308968
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0812_15,110575.34,0.020181929,-1.695037325
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0812_15,46248.46667,0.008417962,-2.07479303
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0812_15,105633.8927,0.018795716,-1.725941123
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0812_15,19589.07333,0.003575348,-2.446681716
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0812_15,19708.1,0.00358719,-2.445245611
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0812_15,24869.25933,0.004425053,-2.354081556
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0812_15,625109.84,0.114093454,-0.942739273
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0812_15,989921,0.180181488,-0.744289831
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0812_15,556786.826,0.099070543,-1.004055456
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0812_15,28226.24667,0.005151783,-2.288042476
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0812_15,26076.16667,0.00474628,-2.323646621
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0812_15,83949.6,0.014937373,-1.825725776
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0812_15,139830.5667,0.025521518,-1.59309349
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0812_15,124042.7667,0.022577772,-1.646318924
Q88NT3,Q88NT3_PSEPK,Pp_1121,OmpA family protein,PP_0812_15,141793.2667,0.025229649,-1.598088799
Q88NT4,Q88NT4_PSEPK,Pp_1120,LysR family transcriptional regulator,PP_0812_15,38056.9,0.006946048,-2.158262199
Q88NT4,Q88NT4_PSEPK,Pp_1120,LysR family transcriptional regulator,PP_0812_15,22992.5,0.004185004,-2.378304174
Q88NT4,Q88NT4_PSEPK,Pp_1120,LysR family transcriptional regulator,PP_0812_15,13554.852,0.00241185,-2.617649627
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0812_15,6864.693333,0.001252926,-2.902074467
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0812_15,0,1.00E-05,-5
Q88NU1,Q88NU1_PSEPK,Pp_1113,cysteine synthase,PP_0812_15,12997.51133,0.002312681,-2.635884202
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0812_15,0,1.00E-05,-5
Q88NU3,Q88NU3_PSEPK,Pp_1111,Synthetase,PP_0812_15,4867.418667,0.000866073,-3.062445704
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0812_15,27782.98,0.005070879,-2.294916782
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0812_15,0,1.00E-05,-5
Q88NU6,QUIP_PSEPK,Quip,Acyl-homoserine lactone acylase QuiP,PP_0812_15,16774.58533,0.002984746,-2.525092614
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0812_15,93628.83333,0.017088896,-1.767285996
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0812_15,109197.6,0.019875713,-1.701677275
Q88NV4,DCD_PSEPK,Dcd,dCTP deaminase,PP_0812_15,104784.8667,0.018644647,-1.729445842
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0812_15,1750543,0.319504644,-0.495522825
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0812_15,1632483.333,0.297138131,-0.527041613
Q88NV5,Q88NV5_PSEPK,Capb,Cold shock protein CapB,PP_0812_15,1693212.667,0.30127778,-0.521032898
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0812_15,101761.6667,0.01857328,-1.731111397
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0812_15,112112.0333,0.020406187,-1.690238139
Q88NV6,Q88NV6_PSEPK,Mrp,Iron-sulfur cluster carrier protein,PP_0812_15,111929,0.019915821,-1.700801783
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0812_15,161894.2133,0.029548519,-1.529464282
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0812_15,162374.5,0.029554761,-1.529372542
Q88NV7,SYM_PSEPK,Metg,Methionine--tRNA ligase,PP_0812_15,216937.4187,0.038600245,-1.413409939
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0812_15,5148.52,0.000939695,-3.027013204
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0812_15,0,1.00E-05,-5
Q88NW6,Q88NW6_PSEPK,Pp_1087,"Outer membrane protein, OmpA family",PP_0812_15,786.478,0.00013994,-3.854057828
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0812_15,435267.3333,0.079443884,-1.099939533
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0812_15,436438.6667,0.079438832,-1.099967148
Q88NW7,PYRC_PSEPK,Pyrc,Dihydroorotase,PP_0812_15,334677,0.059549958,-1.225118539
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0812_15,81034.46667,0.014790204,-1.83002583
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0812_15,118795.3333,0.021622655,-1.665090988
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,PP_0812_15,125165,0.022270937,-1.652261503
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0812_15,3348094.233,0.611085621,-0.213897935
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0812_15,3221720.567,0.586404779,-0.231802499
Q88NW9,Q88NW9_PSEPK,Tsaa,Alkyl hydroperoxide reductase C,PP_0812_15,3035912.367,0.540187866,-0.267455176
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0812_15,1791080.333,0.326903415,-0.485580543
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0812_15,1742625.5,0.317185771,-0.498686304
Q88NX1,Q88NX1_PSEPK,Bfr-ii,Bacterioferritin,PP_0812_15,1582469.167,0.281572898,-0.55040915
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0812_15,430540.1333,0.078581087,-1.104681967
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0812_15,478636.3667,0.08711949,-1.059884676
Q88NX2,Q88NX2_PSEPK,Grxd,Glutaredoxin,PP_0812_15,428243,0.076198402,-1.118054134
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0812_15,80342.50667,0.014663909,-1.833750231
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0812_15,126404,0.023007554,-1.638129551
Q88NX4,OTC_PSEPK,Argf,Ornithine carbamoyltransferase,PP_0812_15,110014.6333,0.019575193,-1.708293951
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0812_15,53055,0.009683463,-2.013969289
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0812_15,47127.96667,0.008578045,-2.066611666
Q88NX5,Q88NX5_PSEPK,Pp_1078,"ABC transporter, ATP-binding protein",PP_0812_15,53581.73333,0.009533939,-2.020727648
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0812_15,55110.46667,0.010058622,-1.997461519
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0812_15,70444.4,0.01282201,-1.892043894
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,PP_0812_15,36990.826,0.006581875,-2.181650378
Q88NY0,Q88NY0_PSEPK,Glpd,Glycerol-3-phosphate dehydrogenase,PP_0812_15,13956.01333,0.002547216,-2.593934232
Q88NY0,Q88NY0_PSEPK,Glpd,Glycerol-3-phosphate dehydrogenase,PP_0812_15,2444.32,0.000444905,-3.351732307
Q88NY0,Q88NY0_PSEPK,Glpd,Glycerol-3-phosphate dehydrogenase,PP_0812_15,786.478,0.00013994,-3.854057828
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0812_15,820123.3333,0.149686819,-0.82481644
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0812_15,902666.6667,0.164299801,-0.784362963
Q88NY2,Q88NY2_PSEPK,Glti,Glutamate / aspartate ABC transporter-periplasmic binding protein,PP_0812_15,791586.6667,0.140849096,-0.851245936
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0812_15,58781.77333,0.010728699,-1.969452924
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0812_15,50549.33333,0.009200789,-2.036174936
Q88NY3,Q88NY3_PSEPK,Gltj,Glutamate / aspartate ABC transporter-permease subunit,PP_0812_15,101427.0667,0.018047185,-1.743590541
Q88NY4,Q88NY4_PSEPK,Gltk,Glutamate / aspartate ABC transporter-permease subunit,PP_0812_15,113990.5733,0.020805269,-1.68182667
Q88NY4,Q88NY4_PSEPK,Gltk,Glutamate / aspartate ABC transporter-permease subunit,PP_0812_15,161078.8667,0.029318935,-1.532851803
Q88NY4,Q88NY4_PSEPK,Gltk,Glutamate / aspartate ABC transporter-permease subunit,PP_0812_15,110154.8333,0.019600139,-1.707740849
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0812_15,8421.08,0.001536994,-2.813327815
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0812_15,0,1.00E-05,-5
Q88NY7,Q88NY7_PSEPK,Dctd-ii,C4-dicarboxylate transport transcriptional regulatory protein,PP_0812_15,786.478,0.00013994,-3.854057828
Q88NZ0,Q88NZ0_PSEPK,Metr-i,HTH-type transcriptional regulator MetR,PP_0812_15,87929.9,0.016048741,-1.794559029
Q88NZ0,Q88NZ0_PSEPK,Metr-i,HTH-type transcriptional regulator MetR,PP_0812_15,102084.9,0.018581088,-1.730928861
Q88NZ0,Q88NZ0_PSEPK,Metr-i,HTH-type transcriptional regulator MetR,PP_0812_15,72529.73333,0.012905406,-1.889228326
Q88NZ3,Q88NZ3_PSEPK,Pp_1060,"Glutamate synthase, large subunit",PP_0812_15,50413.50667,0.009201345,-2.036148701
Q88NZ3,Q88NZ3_PSEPK,Pp_1060,"Glutamate synthase, large subunit",PP_0812_15,57695.33333,0.010501475,-1.978749682
Q88NZ3,Q88NZ3_PSEPK,Pp_1060,"Glutamate synthase, large subunit",PP_0812_15,64591.23333,0.011492888,-1.93957083
Q88NZ6,Q88NZ6_PSEPK,Pp_1057,"Transcriptional regulator, PadR family",PP_0812_15,76940.23333,0.014042935,-1.852542109
Q88NZ6,Q88NZ6_PSEPK,Pp_1057,"Transcriptional regulator, PadR family",PP_0812_15,65481.53333,0.011918689,-1.923771528
Q88NZ6,Q88NZ6_PSEPK,Pp_1057,"Transcriptional regulator, PadR family",PP_0812_15,70631.16667,0.012567589,-1.900748027
Q88NZ7,Q88NZ7_PSEPK,Pp_1056,Iron-chelator utilization protein,PP_0812_15,76766.23333,0.014011177,-1.853525376
Q88NZ7,Q88NZ7_PSEPK,Pp_1056,Iron-chelator utilization protein,PP_0812_15,77611,0.014126446,-1.849967089
Q88NZ7,Q88NZ7_PSEPK,Pp_1056,Iron-chelator utilization protein,PP_0812_15,55729.98533,0.009916183,-2.003655478
Q88P16,PUR4_PSEPK,Purl,Phosphoribosylformylglycinamidine synthase,PP_0812_15,615838.6,0.112401291,-0.949228702
Q88P16,PUR4_PSEPK,Purl,Phosphoribosylformylglycinamidine synthase,PP_0812_15,607978.6667,0.110661862,-0.956002028
Q88P16,PUR4_PSEPK,Purl,Phosphoribosylformylglycinamidine synthase,PP_0812_15,828696.5667,0.147452158,-0.831348867
Q88P19,Q88P19_PSEPK,Cuma,Multicopper oxidase,PP_0812_15,5148.52,0.000939695,-3.027013204
Q88P19,Q88P19_PSEPK,Cuma,Multicopper oxidase,PP_0812_15,5796.233333,0.001055007,-2.976744509
Q88P19,Q88P19_PSEPK,Cuma,Multicopper oxidase,PP_0812_15,47653.98533,0.008479199,-2.07164518
Q88P21,GUAA_PSEPK,Guaa,GMP synthase [glutamine-hydrolyzing],PP_0812_15,553978.3333,0.101110713,-0.995202829
Q88P21,GUAA_PSEPK,Guaa,GMP synthase [glutamine-hydrolyzing],PP_0812_15,408958,0.074436911,-1.12821166
Q88P21,GUAA_PSEPK,Guaa,GMP synthase [glutamine-hydrolyzing],PP_0812_15,539330.6667,0.095964523,-1.017889292
Q88P22,Q88P22_PSEPK,Guab,Inosine-5'-monophosphate dehydrogenase,PP_0812_15,457823.6667,0.083560808,-1.077997369
Q88P22,Q88P22_PSEPK,Guab,Inosine-5'-monophosphate dehydrogenase,PP_0812_15,331504,0.060339041,-1.219401596
Q88P22,Q88P22_PSEPK,Guab,Inosine-5'-monophosphate dehydrogenase,PP_0812_15,300218.1593,0.053418606,-1.272307449
Q88P28,LEU1_PSEPK,Leua,2-isopropylmalate synthase,PP_0812_15,579748,0.105814126,-0.975456349
Q88P28,LEU1_PSEPK,Leua,2-isopropylmalate synthase,PP_0812_15,601629.3333,0.109506181,-0.960561366
Q88P28,LEU1_PSEPK,Leua,2-isopropylmalate synthase,PP_0812_15,573153.3333,0.101982679,-0.991473584
Q88P29,Q88P29_PSEPK,Eda,2-dehydro-3-deoxy-phosphogluconate aldolase,PP_0812_15,2493333.333,0.455076841,-0.341915265
Q88P29,Q88P29_PSEPK,Eda,2-dehydro-3-deoxy-phosphogluconate aldolase,PP_0812_15,2433333.333,0.442905667,-0.353688763
Q88P29,Q88P29_PSEPK,Eda,2-dehydro-3-deoxy-phosphogluconate aldolase,PP_0812_15,2400000,0.427038307,-0.369533165
Q88P30,Q88P30_PSEPK,Pgl,6-phosphogluconolactonase,PP_0812_15,1073473.2,0.195927591,-0.707904402
Q88P30,Q88P30_PSEPK,Pgl,6-phosphogluconolactonase,PP_0812_15,1060421.067,0.19301363,-0.714412022
Q88P30,Q88P30_PSEPK,Pgl,6-phosphogluconolactonase,PP_0812_15,1028288.467,0.182966069,-0.737629442
Q88P31,Q88P31_PSEPK,Zwfa,Glucose-6-phosphate 1-dehydrogenase,PP_0812_15,1016034.233,0.185443977,-0.731787267
Q88P31,Q88P31_PSEPK,Zwfa,Glucose-6-phosphate 1-dehydrogenase,PP_0812_15,932558.3333,0.169740563,-0.770214361
Q88P31,Q88P31_PSEPK,Zwfa,Glucose-6-phosphate 1-dehydrogenase,PP_0812_15,1032367,0.183691773,-0.735910293
Q88P32,HEXR_PSEPK,Hexr,HTH-type transcriptional regulator HexR,PP_0812_15,20874.48,0.003809957,-2.419079942
Q88P32,HEXR_PSEPK,Hexr,HTH-type transcriptional regulator HexR,PP_0812_15,0,1.00E-05,-5
Q88P32,HEXR_PSEPK,Hexr,HTH-type transcriptional regulator HexR,PP_0812_15,20604.51867,0.003666216,-2.435781933
Q88P34,Q88P34_PSEPK,Oprb-i,Carbohydrate-selective porin,PP_0812_15,968609.1733,0.176788076,-0.75254703
Q88P34,Q88P34_PSEPK,Oprb-i,Carbohydrate-selective porin,PP_0812_15,858278,0.156220352,-0.806262388
Q88P34,Q88P34_PSEPK,Oprb-i,Carbohydrate-selective porin,PP_0812_15,988335.4333,0.175857121,-0.754840041
Q88P35,Q88P35_PSEPK,Gtsd,Mannose/glucose ABC transporter-ATP binding subunit,PP_0812_15,955203.6667,0.174341337,-0.758599627
Q88P35,Q88P35_PSEPK,Gtsd,Mannose/glucose ABC transporter-ATP binding subunit,PP_0812_15,883923.3333,0.160888214,-0.79347577
Q88P35,Q88P35_PSEPK,Gtsd,Mannose/glucose ABC transporter-ATP binding subunit,PP_0812_15,898501.6667,0.159872763,-0.79622552
Q88P37,Q88P37_PSEPK,Gtsb,"Mannose/glucose ABC transporter, permease protein",PP_0812_15,265631.6667,0.048482414,-1.314415761
Q88P37,Q88P37_PSEPK,Gtsb,"Mannose/glucose ABC transporter, permease protein",PP_0812_15,256900,0.046759917,-1.330126264
Q88P37,Q88P37_PSEPK,Gtsb,"Mannose/glucose ABC transporter, permease protein",PP_0812_15,254781.6667,0.045333972,-1.343576233
Q88P38,Q88P38_PSEPK,Gtsa,"Mannose/glucose ABC transporter, glucose-binding periplasmic protein",PP_0812_15,1921961.1,0.350791439,-0.454951015
Q88P38,Q88P38_PSEPK,Gtsa,"Mannose/glucose ABC transporter, glucose-binding periplasmic protein",PP_0812_15,1799307.5,0.327502803,-0.484784978
Q88P38,Q88P38_PSEPK,Gtsa,"Mannose/glucose ABC transporter, glucose-binding periplasmic protein",PP_0812_15,1786324.733,0.317845454,-0.497783995
Q88P39,Q88P39_PSEPK,Yihs,Aldose-ketose isomerase,PP_0812_15,122979.6667,0.022445935,-1.648862296
