Protein.Group,Protein.Names,Protein,Protein.Description,%_of protein_abundance_Top3-method,Rank
Q88RL7,Q88RL7_PSEPK,Pp_0112,"ABC transporter, periplasmic binding protein, putative",0.018764599833333333,786.0
Q88N81,MURE_PSEPK,Mure,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",0.018710205388888887,787.0
Q88IR7,Q88IR7_PSEPK,Pp_2932,Amidase family protein,0.018690615666666667,788.0
Q88PT0,Q88PT0_PSEPK,Pp_0768,Response regulator/TPR domain protein,0.018673943777777778,789.0
Q88MT7,Q88MT7_PSEPK,Pp_1481,"Betaine aldehyde dehydrogenase, putative",0.018615835166666667,790.0
Q88KF3,Q88KF3_PSEPK,Pp_2337,Uncharacterized protein,0.01859259411111111,791.0
Q88MG0,KDSA1_PSEPK,Kdsa1,2-dehydro-3-deoxyphosphooctonate aldolase 1,0.018432503000000003,792.0
Q88EZ0,Q88EZ0_PSEPK,Pp_4310,"Hydantoin racemase, putative",0.018393913166666668,793.0
Q88D37,Q88D37_PSEPK,Pilh,Type IV pili response regulator PilH,0.018368573611111112,794.0
Q88KZ4,Q88KZ4_PSEPK,Nagz,Beta-hexosaminidase,0.01831543988888889,795.0
Q88RP1,Q88RP1_PSEPK,Pp_0088,Uncharacterized protein,0.01822949533333333,796.0
Q88RL3,Q88RL3_PSEPK,Pp_0116,"Lipoprotein, putative",0.01818034177777778,797.0
Q88RD0,Q88RD0_PSEPK,Pp_0202,CBS domain protein,0.018150852944444445,798.0
Q88QU6,TSAD_PSEPK,Tsad,tRNA N6-adenosine threonylcarbamoyltransferase,0.018067984833333335,799.0
Q88LM0,Q88LM0_PSEPK,Pp_1910,Uncharacterized protein,0.018021872,800.0
Q88CN1,Q88CN1_PSEPK,Ilva-2,L-threonine dehydratase,0.017988170666666668,801.0
Q88QA3,ADE_PSEPK,Pp_0591,Adenine deaminase,0.017909858222222224,802.0
Q88PG2,Q88PG2_PSEPK,Pp_0888,Response regulator,0.0178804565,803.0
Q88EG5,Q88EG5_PSEPK,Pp_4499,Sua5/YciO/YrdC/YwlC family protein,0.017879714777777778,804.0
Q88NS1,Q88NS1_PSEPK,Pp_1134,Uncharacterized protein,0.017872363666666665,805.0
Q88NA0,Q88NA0_PSEPK,Zape,Cell division protein ZapE,0.017863138833333334,806.0
Q88PI0,Q88PI0_PSEPK,Pp_0870,"Glycine betaine/carnitine/choline ABC transporter, periplasmic binding protein, putative",0.017843342555555555,807.0
Q88LY7,Q88LY7_PSEPK,Pp_1789,"Hydrolase, haloacid dehalogenase-like family",0.017821823166666667,808.0
Q88NZ0,Q88NZ0_PSEPK,Metr-1,Transcriptional activator MetR,0.017813612166666666,809.0
Q88PA9,Y941_PSEPK,Pp_0941,UPF0307 protein PP_0941,0.017794107500000003,810.0
Q88NW8,RNT_PSEPK,Rnt,Ribonuclease T,0.017784776833333335,811.0
Q88N41,Q88N41_PSEPK,Pcar,Pca regulon regulatory protein,0.01773081838888889,812.0
Q88MQ2,Q88MQ2_PSEPK,Pp_1518,Uncharacterized protein,0.017674477666666667,813.0
Q88M23,Q88M23_PSEPK,Pp_1752,Uncharacterized protein,0.017568230777777777,814.0
Q88CJ8,Q88CJ8_PSEPK,Pp_5182,"Aminotransferase, class III",0.017529078166666667,815.0
Q88RE5,HEM3_PSEPK,Hemc,Porphobilinogen deaminase,0.017469388611111112,816.0
Q88GI1,Q88GI1_PSEPK,Pp_3742,Glutathione S-transferase family protein,0.01736392538888889,817.0
Q88H35,Q88H35_PSEPK,Pp_3530,Uncharacterized protein,0.017273924166666666,818.0
Q88QA2,Q88QA2_PSEPK,Pp_0592,"Oxidoreductase, short chain dehydrogenase/reductase family",0.01724069361111111,819.0
Q88CG8,UBID_PSEPK,Ubid,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,0.017206041833333335,820.0
Q88P94,Q88P94_PSEPK,Ttg2a,"Toluene tolerance ABC efflux transporter, ATP-binding protein",0.017113301388888887,821.0
Q88LV6,Q88LV6_PSEPK,Pp_1821,Glutathione S-transferase family protein,0.017102187555555554,822.0
Q88CW6,BETA_PSEPK,Beta,Oxygen-dependent choline dehydrogenase,0.0170654135,823.0
Q88PB3,Q88PB3_PSEPK,Cafa,Cytoplasmic axial filament protein,0.01704281438888889,824.0
Q88NZ6,Q88NZ6_PSEPK,Pp_1057,"Transcriptional regulator, PadR family",0.017035259,825.0
Q88N78,MURD_PSEPK,Murd,UDP-N-acetylmuramoylalanine--D-glutamate ligase,0.017007360555555556,826.0
Q88NV4,DCD_PSEPK,Dcd,Deoxycytidine triphosphate deaminase,0.016948342388888888,827.0
Q88LV0,Q88LV0_PSEPK,Prmb,50S ribosomal protein L3 glutamine methyltransferase,0.01694536622222222,828.0
Q88NX8,GLPK_PSEPK,Glpk,Glycerol kinase,0.016902861,829.0
Q88QW8,Q88QW8_PSEPK,Biod,ATP-dependent dethiobiotin synthetase BioD,0.01690280311111111,830.0
Q88GW4,Q88GW4_PSEPK,Pp_3603,"Transcriptional regulator, GntR family",0.01688553333333333,831.0
Q88J22,Q88J22_PSEPK,Pp_2827,"Alcohol dehydrogenase, zinc-containing",0.016821254944444444,832.0
Q88E14,TRMA_PSEPK,Trma,tRNA/tmRNA (uracil-C(5))-methyltransferase,0.016812827055555556,833.0
Q88PQ4,Q88PQ4_PSEPK,Fruk,Phosphofructokinase,0.016797421333333333,834.0
Q88I73,Q88I73_PSEPK,Pp_3128,"Exopolysaccharide biosynthesis/transport protein, putative",0.016740689166666666,835.0
Q88MZ2,Q88MZ2_PSEPK,Nadb,L-aspartate oxidase,0.016727752,836.0
Q88M12,Q88M12_PSEPK,Pp_1763,"Oxidoreductase, short chain dehydrogenase/reductase family",0.016707130666666667,837.0
Q88J56,Q88J56_PSEPK,Pp_2793,Acyl-CoA dehydrogenase family protein,0.016659094055555556,838.0
Q88F33,APT_PSEPK,Apt,Adenine phosphoribosyltransferase,0.016634127166666665,839.0
Q88LN4,Q88LN4_PSEPK,Pp_1895,"ABC transporter, ATP-binding protein",0.01662207077777778,840.0
Q88FH4,Q88FH4_PSEPK,Nuoe,"NADH dehydrogenase I, E subunit",0.016533699272727274,841.0
Q88EH0,Q88EH0_PSEPK,Pp_4493,"Oxidoreductase, putative",0.016498394777777776,842.0
Q88GH0,Q88GH0_PSEPK,Pp_3754,Beta-ketothiolase,0.016464072222222223,843.0
Q88P98,Q88P98_PSEPK,Lpta,Lipopolysaccharide export system protein LptA,0.01643430822222222,844.0
Q88NZ7,Q88NZ7_PSEPK,Pp_1056,"Iron-chelator utilization protein, putative",0.01640257388888889,845.0
Q88PT7,RSMC_PSEPK,Rsmc,Ribosomal RNA small subunit methyltransferase C,0.016362762555555556,846.0
Q88EL4,Q88EL4_PSEPK,Pp_4448,Uncharacterized protein,0.016362442166666668,847.0
Q88DM4,LIPB_PSEPK,Lipb,Octanoyltransferase,0.016290661444444444,848.0
Q88Q58,Q88Q58_PSEPK,Pp_0640,Uncharacterized protein,0.01626556222222222,849.0
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,0.01625653961111111,850.0
Q88F30,Q88F30_PSEPK,Dnax,"DNA polymerase III, gamma and tau subunits",0.016197646722222223,851.0
Q88HE5,Q88HE5_PSEPK,Pp_3415,"Transcriptional regulator, LacI family",0.016197113666666665,852.0
Q88N45,Q88N45_PSEPK,Pp_1371,Methyl-accepting chemotaxis transducer,0.0161465075,853.0
Q88N17,Q88N17_PSEPK,Pp_1399,Uncharacterized protein,0.016039612388888888,854.0
Q88PJ8,Q88PJ8_PSEPK,Pp_0852,"Transcriptional regulator, Cro/CI family",0.01603485338888889,855.0
Q88CF0,Q88CF0_PSEPK,Pp_5231,"Hydrolase, haloacid dehalogenase-like family",0.015901559055555556,856.0
Q88G25,Q88G25_PSEPK,Pp_3901,Uncharacterized protein,0.0158942215,857.0
Q88JI6,Q88JI6_PSEPK,Pp_2663,Uncharacterized protein,0.015873176055555556,858.0
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,0.01581175461111111,859.0
Q88C18,Q88C18_PSEPK,Pp_5365,"Cyclopropane-fatty-acyl-phospholipid synthase, putative",0.015804691666666666,860.0
Q88KV7,Q88KV7_PSEPK,Pp_2182,Uncharacterized protein,0.01578855388888889,861.0
Q88P71,Q88P71_PSEPK,Pp_0982,Uncharacterized protein,0.015782949888888887,862.0
Q88CF3,DAPF_PSEPK,Dapf,Diaminopimelate epimerase,0.015777145944444446,863.0
Q88MR4,CAPP_PSEPK,Ppc,Phosphoenolpyruvate carboxylase,0.01573345411111111,864.0
Q88NZ3,Q88NZ3_PSEPK,Pp_1060,"Glutamate synthase, large subunit, putative",0.015731454222222222,865.0
Q88P39,Q88P39_PSEPK,Pp_1014,Uncharacterized protein,0.01572296527777778,866.0
Q88NS3,Q88NS3_PSEPK,Pp_1131,"Outer membrane lipoprotein, putative",0.015655659000000002,867.0
Q88QV9,Q88QV9_PSEPK,Pp_0375,Prolyl oligopeptidase family protein,0.01564778688888889,868.0
Q88I56,Q88I56_PSEPK,Pp_3145,Uncharacterized protein,0.015615156666666666,869.0
Q88CH5,Q88CH5_PSEPK,Pp_5206,Membrane fusion protein,0.015612830000000001,870.0
P0A149,Y002_PSEPK,Pp_0002,Uncharacterized protein PP_0002,0.015548926444444444,871.0
Q88PL7,TGT_PSEPK,Tgt,Queuine tRNA-ribosyltransferase,0.015536167222222223,872.0
Q88Q05,Q88Q05_PSEPK,Pp_0693,Uncharacterized protein,0.015516266888888889,873.0
Q88QB0,Q88QB0_PSEPK,Pp_0584,Methyl-accepting chemotaxis transducer,0.015505789944444444,874.0
Q88RE7,Q88RE7_PSEPK,Pp_0183,Glutathione S-transferase family protein,0.01549127272222222,875.0
Q88DM5,LIPA_PSEPK,Lipa,Lipoyl synthase,0.015481142944444446,876.0
Q88KS0,Q88KS0_PSEPK,Pp_2220,"C4-type zinc finger protein, DksA/TraR family",0.015473279999999999,877.0
Q88DB6,Q88DB6_PSEPK,Pp_4911,Uncharacterized protein,0.015470462999999999,878.0
Q88E26,Q88E26_PSEPK,Pp_4642,Cyclic diguanosine monophosphate-binding protein,0.015462512888888887,879.0
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,0.015441826,880.0
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,0.015378937666666667,881.0
Q88PL0,Q88PL0_PSEPK,Cyse,Serine O-acetyltransferase,0.01535392511111111,882.0
Q88KI0,Q88KI0_PSEPK,Pp_2310,Methyl-accepting chemotaxis transducer,0.01534090138888889,883.0
Q88RK5,ENGB_PSEPK,Engb,Probable GTP-binding protein EngB,0.015253963499999999,884.0
Q88F43,Q88F43_PSEPK,Ccoo-2,"Cytochrome c oxidase, cbb3-type, subunit II",0.015213297277777779,885.0
Q88QF2,EUTC_PSEPK,Eutc,Ethanolamine ammonia-lyase light chain,0.015172801611111111,886.0
Q88L37,Q88L37_PSEPK,Dacb,D-alanyl-D-alanine carboxypeptidase,0.015167931277777777,887.0
Q88PL8,QUEA_PSEPK,Quea,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,0.015157717888888887,888.0
Q88PF7,Q88PF7_PSEPK,Pp_0893,ThiJ/PfpI family protein,0.015135941454545455,889.0
Q88ME8,Q88ME8_PSEPK,Rpos,RNA polymerase sigma factor RpoS,0.0150068785,890.0
Q88M48,Q88M48_PSEPK,Pp_1726,"ABC transporter, periplasmic binding protein",0.014987032722222222,891.0
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,0.014961007277777778,892.0
Q88MS0,Q88MS0_PSEPK,Pp_1499,Uncharacterized protein,0.014960468222222224,893.0
Q88D77,Q88D77_PSEPK,Pp_4950,Uncharacterized protein,0.014922012666666666,894.0
Q88BZ1,Q88BZ1_PSEPK,Pp_5392,Uncharacterized protein,0.014843239777777779,895.0
Q88LX7,Q88LX7_PSEPK,Rmd,Oxidoreductase Rmd,0.014835389499999999,896.0
Q88PX3,Q88PX3_PSEPK,Pp_0725,TPR domain protein,0.014833354833333333,897.0
Q88N92,Q88N92_PSEPK,Sspa,Stringent starvation protein A,0.014772651222222223,898.0
Q88NH9,Q88NH9_PSEPK,Pp_1230,Uncharacterized protein,0.014748275666666665,899.0
Q88FE7,Q88FE7_PSEPK,Pp_4150,"Peptide ABC transporter, ATP-binding protein",0.014732958666666665,900.0
Q88EI6,Q88EI6_PSEPK,Pp_4476,Uncharacterized protein,0.014700219388888889,901.0
Q88DW8,PANC_PSEPK,Panc,Pantothenate synthetase,0.014698033166666668,902.0
Q88K05,Q88K05_PSEPK,Pp_2488,"Succinic-semialdehyde dehydrogenase, putative",0.014696043666666667,903.0
Q88HV5,Q88HV5_PSEPK,Pp_3248,Dyp-type peroxidase family protein,0.014694244833333333,904.0
Q88K30,Q88K30_PSEPK,Pp_2462,Uncharacterized protein,0.01468033188888889,905.0
Q88F18,Q88F18_PSEPK,Gad,Guanine aminohydrolase,0.01466240661111111,906.0
Q88Q97,Q88Q97_PSEPK,Mmsa-1,Methylmalonate-semialdehyde dehydrogenase,0.014626197,907.0
Q88EA3,Q88EA3_PSEPK,Pp_4563,Uncharacterized protein,0.014558058944444445,908.0
Q88RW8,MNMG_PSEPK,Mnmg,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,0.014550769388888888,909.0
Q88EQ0,Q88EQ0_PSEPK,Bkdb,"2-oxoisovalerate dehydrogenase, lipoamide acyltransferase component",0.014534498722222221,910.0
Q88FH1,NUOH_PSEPK,Nuoh,NADH-quinone oxidoreductase subunit H,0.014510578777777776,911.0
Q88LR3,Q88LR3_PSEPK,Pp_1866,"Phospho-2-dehydro-3-deoxyheptonate aldolase, class II",0.014497528333333334,912.0
Q88N27,OADC_PSEPK,Pp_1389,Oxaloacetate decarboxylase,0.014492812777777777,913.0
Q88FA0,Q88FA0_PSEPK,Pp_4198,OmpA family protein,0.014405433833333333,914.0
Q88QW4,Q88QW4_PSEPK,Pp_0370,Acyl-CoA dehydrogenase family protein,0.014400971222222222,915.0
Q88L09,Q88L09_PSEPK,Chev-2,Chemotaxis protein CheV,0.01439450688888889,916.0
Q88RA5,Q88RA5_PSEPK,Pp_0228,Serine acetyltransferase,0.014380480499999999,917.0
Q88E27,Q88E27_PSEPK,Csta,Carbon starvation protein CstA,0.014344200277777778,918.0
Q88CU6,Q88CU6_PSEPK,Pp_5084,Penicillin-binding protein,0.014314821277777778,919.0
Q88MB1,Q88MB1_PSEPK,Pp_1663,Uncharacterized protein,0.014135964388888887,920.0
Q88RE6,Q88RE6_PSEPK,Ppra,Alginate biosynthesis protein PprA,0.014129244888888889,921.0
Q88D75,Q88D75_PSEPK,Dbpa,ATP-dependent RNA helicase DbpA,0.01409721288888889,922.0
Q88KN3,Q88KN3_PSEPK,Aer-1,Aerotaxis receptor Aer-1,0.014056635222222221,923.0
Q88F05,Q88F05_PSEPK,Pp_4295,"Transcriptional regulator, TetR family",0.014051331499999998,924.0
Q88DK7,PRMA_PSEPK,Prma,Ribosomal protein L11 methyltransferase,0.014041591666666667,925.0
Q88MF5,Q88MF5_PSEPK,Pp_1616,D-isomer specific 2-hydroxyacid dehydrogenase family protein,0.014021628333333333,926.0
Q88DV5,RIMP_PSEPK,Rimp,Ribosome maturation factor RimP,0.014006489666666668,927.0
Q88E35,Q88E35_PSEPK,Pp_4633,Uncharacterized protein,0.01397126661111111,928.0
Q88MP8,Q88MP8_PSEPK,Cspa-1,Cold shock protein CspA,0.013965886272727273,929.0
Q88DW1,Q88DW1_PSEPK,Pp_4707,OsmY-related protein,0.013943974944444444,930.0
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,0.01393743488888889,931.0
Q88MX4,Q88MX4_PSEPK,Gcd,Glucose dehydrogenase (Pyrroloquinoline-quinone),0.013912991111111113,932.0
Q88QH1,RIBA_PSEPK,Riba,GTP cyclohydrolase-2,0.013887666777777778,933.0
Q88LX0,KDSA2_PSEPK,Kdsa2,2-dehydro-3-deoxyphosphooctonate aldolase 2,0.013845415166666666,934.0
Q88KX3,Q88KX3_PSEPK,Pp_2166,Anti-anti-sigma factor,0.013814662642857143,935.0
Q88NY5,Q88NY5_PSEPK,Pp_1068,"Amino acid ABC transporter, ATP-binding protein",0.013790717388888889,936.0
Q88F98,Q88F98_PSEPK,Pp_4200,Uncharacterized protein,0.013771110111111111,937.0
Q88E22,Q88E22_PSEPK,Pp_4646,"Ferredoxin--NADP+ reductase, putative",0.013732647722222222,938.0
Q88RR4,Q88RR4_PSEPK,Trka,Potassium uptake protein TrkA,0.013724480666666667,939.0
Q88CL2,CYSA_PSEPK,Cysa,Sulfate/thiosulfate import ATP-binding protein CysA,0.013705184,940.0
Q88EY2,Q88EY2_PSEPK,Pp_4319,Uncharacterized protein,0.013697126944444445,941.0
Q88N76,MURG_PSEPK,Murg,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,0.013663793833333333,942.0
Q88DB7,Q88DB7_PSEPK,Pp_4910,Uncharacterized protein,0.013636633333333334,943.0
Q88PT9,Q88PT9_PSEPK,Pp_0759,Uncharacterized protein,0.01361431361111111,944.0
Q88NB4,Q88NB4_PSEPK,Aapq,"General amino acid ABC transporter, permease protein",0.013548049999999999,945.0
Q88C30,Q88C30_PSEPK,Pp_5353,Uncharacterized protein,0.013538446166666667,946.0
Q88CF6,CYAY_PSEPK,Cyay,Protein CyaY,0.013523312857142856,947.0
Q88P97,Q88P97_PSEPK,Lptc,Lipopolysaccharide export system protein LptC,0.013465266166666667,948.0
Q88J03,UREE_PSEPK,Uree,Urease accessory protein UreE,0.013446500388888888,949.0
Q88N44,Q88N44_PSEPK,Pp_1372,Uncharacterized protein,0.013431890666666666,950.0
Q88PL1,Q88PL1_PSEPK,Trmj,tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ,0.013397063333333334,951.0
Q88EY4,Q88EY4_PSEPK,Pp_4316,D-isomer specific 2-hydroxyacid dehydrogenase family protein,0.013282421777777779,952.0
Q88IY2,Q88IY2_PSEPK,Pp_2867,Pyridine nucleotide-disulphide oxidoreductase family protein,0.013267721500000001,953.0
Q88DD9,Q88DD9_PSEPK,Pp_4888,"Methyl-accepting chemotaxis transducer, putative",0.013262285833333333,954.0
Q88L48,Q88L48_PSEPK,Cmpx,CmpX protein,0.013189029722222223,955.0
Q88CS0,Q88CS0_PSEPK,Ftse,"Cell division ABC transporter, ATP-binding protein FtsE",0.013168182055555555,956.0
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein S12 methylthiotransferase RimO,0.013165693555555556,957.0
Q88RS7,Q88RS7_PSEPK,Pp_0052,Metallo-beta-lactamase family protein,0.013147035277777778,958.0
Q88F39,Q88F39_PSEPK,Pp_4260,Uncharacterized protein,0.013043647722222223,959.0
Q88PW5,RF1_PSEPK,Prfa,Peptide chain release factor 1,0.013023141777777778,960.0
Q88LY6,Q88LY6_PSEPK,Pp_1790,"Acylneuraminate cytidylyltransferase, putative",0.012927134714285715,961.0
Q88NR7,Q88NR7_PSEPK,Braf,"Branched-chain amino acid ABC transporter, ATP-binding protein",0.012806732111111111,962.0
Q88PU2,Q88PU2_PSEPK,Pp_0756,Uncharacterized protein,0.012783194000000001,963.0
Q88CT3,METX_PSEPK,Metx,Homoserine O-acetyltransferase,0.012750570166666666,964.0
Q88KI2,Q88KI2_PSEPK,Pp_2308,"Acyl-CoA thioesterase II, putative",0.012717375277777778,965.0
Q88QB3,Q88QB3_PSEPK,Pp_0581,3-oxoacyl-(Acyl-carrier-protein) reductase,0.012666232722222222,966.0
Q88JI1,Q88JI1_PSEPK,Pp_2668,"ABC efflux transporter, ATP-binding protein",0.012645294,967.0
Q88L54,PSRP_PSEPK,Pp_2081,Putative phosphoenolpyruvate synthase regulatory protein,0.012601864444444444,968.0
Q88QD4,AROQ1_PSEPK,Aroq1,3-dehydroquinate dehydratase 1,0.012559112722222222,969.0
Q88RG3,Q88RG3_PSEPK,Pp_0167,Toxin secretion ATP-binding protein,0.012549334833333333,970.0
Q88QE4,Q88QE4_PSEPK,Pp_0550,Uncharacterized protein,0.012549236722222223,971.0
Q88EI0,Q88EI0_PSEPK,Pp_4483,"Basic amino acid ABC transporter, ATP-binding protein",0.012484790833333334,972.0
Q88E40,Q88E40_PSEPK,Mioc,MioC protein,0.012468330111111111,973.0
Q88NU1,Q88NU1_PSEPK,Pp_1113,Pyridoxal-phosphate dependent enzyme family protein,0.012450962555555556,974.0
Q88MC0,Q88MC0_PSEPK,Cysm,Cysteine synthase,0.012438280666666668,975.0
Q88DU0,Q88DU0_PSEPK,Recn,DNA repair protein RecN,0.012411791666666666,976.0
Q88N31,TTGB_PSEPK,Ttgb,Probable efflux pump membrane transporter TtgB,0.012390056722222221,977.0
Q88P55,Q88P55_PSEPK,Pp_0998,Uncharacterized protein,0.012368796388888888,978.0
Q88R38,Q88R38_PSEPK,Pp_0296,"Glycine betaine/L-proline ABC transporter, periplasmic binding protein",0.012365769444444445,979.0
Q88NP5,Q88NP5_PSEPK,Pp_1162,Glutathione S-transferase family protein,0.012362617666666666,980.0
Q88N89,Q88N89_PSEPK,Gmha,Phosphoheptose isomerase,0.012359643222222223,981.0
Q88CR8,Q88CR8_PSEPK,Pp_5112,"Zinc protease, putative",0.012314765277777778,982.0
Q88H16,Q88H16_PSEPK,Emra,Multidrug efflux MFS membrane fusion protein,0.012296937888888889,983.0
Q88F40,Q88F40_PSEPK,Pp_4259,Iron-sulfur cluster-binding protein,0.012279369222222222,984.0
Q88L15,Q88L15_PSEPK,Moab-1,Molybdenum cofactor biosynthesis protein B,0.012277600277777778,985.0
Q88E23,MSCL_PSEPK,Mscl,Large-conductance mechanosensitive channel,0.012260778666666666,986.0
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,0.012245518444444443,987.0
Q88DP1,THIE_PSEPK,Thie,Thiamine-phosphate synthase,0.012242385055555555,988.0
Q88MY5,RNC_PSEPK,Rnc,Ribonuclease 3,0.012240120333333333,989.0
Q88EH2,PHS_PSEPK,Phhb,Pterin-4-alpha-carbinolamine dehydratase,0.012207552944444445,990.0
Q88Q93,Q88Q93_PSEPK,Ribf,Riboflavin biosynthesis protein,0.012144094722222222,991.0
Q88DQ7,Q88DQ7_PSEPK,Pp_4766,"ATP-dependent RNA helicase, DEAD box family",0.012139078888888889,992.0
Q88PP9,Q88PP9_PSEPK,Pp_0799,"Porin, putative",0.012101272722222223,993.0
Q88HF5,Q88HF5_PSEPK,Pp_3404,Uncharacterized protein,0.01208591388888889,994.0
Q88N63,Q88N63_PSEPK,Pp_1353,Uncharacterized protein,0.012065967388888888,995.0
Q88Q83,Q88Q83_PSEPK,Pp_0612,"Oxidoreductase, FAD-binding",0.012053964333333334,996.0
Q88EI7,ASTE_PSEPK,Aste,Succinylglutamate desuccinylase,0.012035502555555556,997.0
Q88Q41,Q88Q41_PSEPK,Pp_0657,"Amino acid ABC transporter, periplasmic amino acid-binding protein, putative",0.012018718666666667,998.0
Q88QY0,Q88QY0_PSEPK,Pp_0354,CBS domain protein,0.012013131166666668,999.0
Q88EV9,Q88EV9_PSEPK,Flhf,Flagellar biosynthetic protein FlhF,0.012008135166666666,1000.0
Q88DR3,Q88DR3_PSEPK,Pp_4760,"Alcohol dehydrogenase, zinc-containing",0.011989615611111112,1001.0
Q88G98,Q88G98_PSEPK,Pp_3827,Uncharacterized protein,0.011986373833333334,1002.0
Q88RJ6,ALGB_PSEPK,Algb,Alginate biosynthesis transcriptional regulatory protein AlgB,0.011959654111111112,1003.0
Q88P96,Q88P96_PSEPK,Pp_0956,"Phosphatase, YrbI family",0.011892719166666668,1004.0
Q88F13,Q88F13_PSEPK,Pp_4286,Polysaccharide deacetylase family protein,0.011870818611111111,1005.0
Q88CL5,Q88CL5_PSEPK,Pp_5165,"Lipoprotein, putative",0.011855873722222222,1006.0
Q88QV2,Q88QV2_PSEPK,Pp_0382,Carbon-nitrogen hydrolase family protein,0.011786101666666667,1007.0
Q88EU5,Q88EU5_PSEPK,Flim,Flagellar motor switch protein FliM,0.01177958861111111,1008.0
Q88I17,Q88I17_PSEPK,Pet18,Aminopyrimidine aminohydrolase,0.011753275833333333,1009.0
Q88D09,Q88D09_PSEPK,Pp_5020,Methyl-accepting chemotaxis transducer,0.011723115555555556,1010.0
Q88NY4,Q88NY4_PSEPK,Pp_1069,"Amino acid ABC transporter, permease protein",0.011701768444444444,1011.0
Q88K69,Q88K69_PSEPK,Pp_2422,Alkyl hydroperoxide reductase AhpD,0.0116747195,1012.0
Q88MP5,DAPE_PSEPK,Dape,Succinyl-diaminopimelate desuccinylase,0.011663833666666667,1013.0
Q88PB6,Q88PB6_PSEPK,Mrec,Rod shape determining protein MreC,0.011627547111111112,1014.0
Q88QJ1,Q88QJ1_PSEPK,Pp_0501,NAD-dependent epimerase/dehydratase family protein,0.011591353944444445,1015.0
Q88Q72,Q88Q72_PSEPK,Pp_0624,Laccase domain protein,0.011579779285714286,1016.0
Q88KD4,Q88KD4_PSEPK,Pp_2356,"Phytochrome family protein, putative",0.011579189611111112,1017.0
Q88KZ5,Q88KZ5_PSEPK,Pp_2144,"Transcriptional regulator, TetR family",0.011537563555555555,1018.0
Q88CF2,Q88CF2_PSEPK,Pp_5229,Uncharacterized protein,0.011508779555555555,1019.0
Q88KB2,NFUA_PSEPK,Nfua,Fe/S biogenesis protein NfuA,0.011500104,1020.0
Q88RK7,Q88RK7_PSEPK,Pp_0122,Uncharacterized protein,0.011466495,1021.0
Q88PS9,Q88PS9_PSEPK,Pp_0769,Sensor histidine kinase,0.011463383055555556,1022.0
Q88RE8,Q88RE8_PSEPK,Pp_0182,Uncharacterized protein,0.011456209666666668,1023.0
Q88ET9,Q88ET9_PSEPK,Pp_4364,"Anti-sigma F factor antagonist, putative",0.011424161833333333,1024.0
Q88D87,Q88D87_PSEPK,Pp_4940,Uncharacterized protein,0.0114058755,1025.0
Q88IA4,Q88IA4_PSEPK,Pp_3095,"Chaperone-associated ATPase, putative",0.011405309944444445,1026.0
Q88N58,Q88N58_PSEPK,Pp_1358,Uncharacterized protein,0.011392392055555554,1027.0
Q88P93,Q88P93_PSEPK,Ttg2b,"Toluene tolerance ABC efflux transporter, permease",0.011327652277777777,1028.0
Q88QT8,APAH_PSEPK,Apah,"Bis(5'-nucleosyl)-tetraphosphatase, symmetrical",0.011325655277777779,1029.0
Q88MV5,RIMM_PSEPK,Rimm,Ribosome maturation factor RimM,0.011293365,1030.0
Q88F41,Q88F41_PSEPK,Ccop-2,Cbb3-type cytochrome c oxidase subunit,0.01123686738888889,1031.0
Q88MG5,Q88MG5_PSEPK,Dnae,DNA-directed DNA polymerase,0.01120615561111111,1032.0
Q88ES3,Q88ES3_PSEPK,Flgl,Flagellar hook-associated protein FlgL,0.011176340444444445,1033.0
Q88JP8,Q88JP8_PSEPK,Pp_2601,"Transcriptional regulator, IclR family",0.0111641745,1034.0
Q88EI5,ASTB_PSEPK,Astb,N-succinylarginine dihydrolase,0.011159329166666667,1035.0
Q88I44,Q88I44_PSEPK,Pp_3157,Inositol monophosphatase family protein,0.011126634277777776,1036.0
Q88JU7,Y2550_PSEPK,Pp_2550,Probable transcriptional regulatory protein PP_2550,0.011055213363636364,1037.0
Q88MA8,Q88MA8_PSEPK,Pp_1666,Uncharacterized protein,0.011035364277777777,1038.0
Q88CZ0,Q88CZ0_PSEPK,Pp_5039,Uncharacterized protein,0.011027731,1039.0
Q88LE2,Q88LE2_PSEPK,Pp_1992,Semialdehyde dehydrogenase family protein,0.011025172111111111,1040.0
