Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88NK1,Q88NK1_PSEPK,Oprd,Basic-amino-acid specific porin OprD,PP_0751,R1,17020000,0.340053945,-0.468452182
Q88NK1,Q88NK1_PSEPK,Oprd,Basic-amino-acid specific porin OprD,PP_0751,R2,16475334.67,0.344278323,-0.463090322
Q88NK1,Q88NK1_PSEPK,Oprd,Basic-amino-acid specific porin OprD,PP_0751,R3,22156800.67,0.469250547,-0.328595213
Q88NK1,Q88NK1_PSEPK,Oprd,Basic-amino-acid specific porin OprD,PP_0812,R1,19773333.33,0.404197353,-0.393406535
Q88NK1,Q88NK1_PSEPK,Oprd,Basic-amino-acid specific porin OprD,PP_0812,R2,20764156.33,0.439920512,-0.356625788
Q88NK1,Q88NK1_PSEPK,Oprd,Basic-amino-acid specific porin OprD,PP_0812,R3,20282635,0.431948377,-0.364568153
Q88NK2,SYP_PSEPK,Pros,Proline--tRNA ligase,PP_0368,R1,4503333.333,0.095520211,-1.019904726
Q88NK2,SYP_PSEPK,Pros,Proline--tRNA ligase,PP_0368,R2,4546666.667,0.094515181,-1.02449843
Q88NK2,SYP_PSEPK,Pros,Proline--tRNA ligase,PP_0368,R3,4193333.333,0.088488847,-1.053111463
Q88NK2,SYP_PSEPK,Pros,Proline--tRNA ligase,PP_0751,R1,4243333.333,0.08478039,-1.071704589
Q88NK2,SYP_PSEPK,Pros,Proline--tRNA ligase,PP_0751,R2,4476666.667,0.09354707,-1.028969809
Q88NK2,SYP_PSEPK,Pros,Proline--tRNA ligase,PP_0751,R3,4636666.667,0.098198219,-1.007896388
Q88NK2,SYP_PSEPK,Pros,Proline--tRNA ligase,PP_0812,R1,4816666.667,0.098460077,-1.00673983
Q88NK2,SYP_PSEPK,Pros,Proline--tRNA ligase,PP_0812,R2,4940000,0.10466148,-0.980213129
Q88NK2,SYP_PSEPK,Pros,Proline--tRNA ligase,PP_0812,R3,3896666.667,0.082985216,-1.080999272
Q88NK6,Q88NK6_PSEPK,Pp_1201,Bacterial virulence domain-containing protein,PP_0368,R1,13993.7,0.00029682,-3.527506261
Q88NK6,Q88NK6_PSEPK,Pp_1201,Bacterial virulence domain-containing protein,PP_0368,R2,305467.4333,0.006349995,-2.197226629
Q88NK6,Q88NK6_PSEPK,Pp_1201,Bacterial virulence domain-containing protein,PP_0368,R3,289814.3267,0.00611574,-2.213550999
Q88NK6,Q88NK6_PSEPK,Pp_1201,Bacterial virulence domain-containing protein,PP_0751,R1,163950.5333,0.003275677,-2.484698904
Q88NK6,Q88NK6_PSEPK,Pp_1201,Bacterial virulence domain-containing protein,PP_0751,R2,89965.96,0.001879982,-2.725846348
Q88NK6,Q88NK6_PSEPK,Pp_1201,Bacterial virulence domain-containing protein,PP_0751,R3,630746,0.013358332,-1.874247758
Q88NK6,Q88NK6_PSEPK,Pp_1201,Bacterial virulence domain-containing protein,PP_0812,R1,28341.8,0.00057935,-3.237058994
Q88NK6,Q88NK6_PSEPK,Pp_1201,Bacterial virulence domain-containing protein,PP_0812,R2,241826.7,0.00512347,-2.290435829
Q88NK6,Q88NK6_PSEPK,Pp_1201,Bacterial virulence domain-containing protein,PP_0812,R3,289829.1667,0.006172336,-2.20955044
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0368,R1,1727623.233,0.036644619,-1.435989784
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0368,R2,1686098.433,0.035050271,-1.45530862
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0368,R3,1080645.993,0.022804082,-1.641987402
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0751,R1,1451681.867,0.029004121,-1.537540286
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0751,R2,1660707.333,0.034703121,-1.459631463
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0751,R3,2087495.833,0.044210289,-1.354476646
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0812,R1,905008.4667,0.018499765,-1.73283378
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0812,R2,1016768.733,0.021541806,-1.666717895
Q88NL0,RIMO_PSEPK,Rimo,Ribosomal protein uS12 methylthiotransferase RimO,PP_0812,R3,2261012,0.048151557,-1.317389661
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0368,R1,651905.1333,0.013827561,-1.859254419
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0368,R2,447063.9667,0.009293475,-2.031821878
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0368,R3,946633.32,0.019976111,-1.699489062
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0751,R1,811542.2667,0.016214345,-1.790100594
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0751,R2,427633.2933,0.008936078,-2.048853057
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0751,R3,1101479,0.023327809,-1.632126042
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0812,R1,37789.06667,0.000772467,-3.112120257
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0812,R2,33537.46667,0.000710543,-3.148409824
Q88NL7,Q88NL7_PSEPK,Pp_1190,DUF1456 family protein,PP_0812,R3,959580.1667,0.020435663,-1.689611265
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0368,R1,3831062.9,0.081260682,-1.090119537
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0368,R2,3312460.767,0.06885876,-1.162040802
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0368,R3,3200028.333,0.067527858,-1.170517026
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0751,R1,2958151.267,0.059102879,-1.22839136
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0751,R2,3592590.98,0.075072903,-1.124516792
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0751,R3,3538202.667,0.074934263,-1.125319558
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0812,R1,3751203.933,0.076680379,-1.115315748
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0812,R2,4683810.7,0.099233716,-1.003340744
Q88NM0,Q88NM0_PSEPK,Phoq,histidine kinase,PP_0812,R3,2864168.5,0.060996657,-1.214693964
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0368,R1,3846666.667,0.081591653,-1.088354266
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0368,R2,4593333.333,0.095485278,-1.020063582
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0368,R3,4713333.333,0.099462027,-1.002342694
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0751,R1,5840000,0.11668126,-0.932998891
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0751,R2,6343333.333,0.132554039,-0.877607033
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0751,R3,6216666.667,0.131660445,-0.880544682
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0812,R1,4416666.667,0.090283461,-1.044391799
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0812,R2,4416666.667,0.09357386,-1.028845454
Q88NM1,Q88NM1_PSEPK,Phop,Two component system DNA-binding transcriptional dual regulator,PP_0812,R3,4786666.667,0.101939068,-0.991659343
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0368,R1,6580000,0.139568392,-0.855212926
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0368,R2,6380000,0.132626141,-0.877370866
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0368,R3,9353333.333,0.197376554,-0.704704437
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0751,R1,8480000,0.169427583,-0.771015886
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0751,R2,7823333.333,0.163480993,-0.786532732
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0751,R3,12283333.33,0.260144096,-0.584786026
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0812,R1,8376666.667,0.171231953,-0.766415189
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0812,R2,6963333.333,0.147528901,-0.831122893
Q88NM2,Q88NM2_PSEPK,Oprh,Outer membrane protein H1,PP_0812,R3,9193333.333,0.195785479,-0.708219521
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0368,R1,13993.7,0.00029682,-3.527506261
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0368,R2,77263.2,0.001606132,-2.794218854
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0368,R3,9949.98,0.000209967,-3.677848641
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0751,R1,17522.8,0.0003501,-3.455808234
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0751,R2,7772.94,0.000162428,-3.789339251
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0751,R3,139944.6667,0.002963835,-2.528145911
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0812,R1,28341.8,0.00057935,-3.237058994
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0812,R2,25153.1,0.000532907,-3.273348561
Q88NM3,Q88NM3_PSEPK,Pp_1184,Dienelactone hydrolase family protein,PP_0812,R3,65801,0.001401329,-2.853460035
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0368,R1,2430741,0.051558452,-1.287700133
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0368,R2,2597963,0.054005926,-1.267558584
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0368,R3,2405171.333,0.050754572,-1.29452483
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0751,R1,2420821.667,0.048367213,-1.31544894
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0751,R2,2448995.333,0.051175653,-1.290936609
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0751,R3,2005899.667,0.042482194,-1.371793057
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0812,R1,2777796.667,0.056782437,-1.24578597
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0812,R2,2418292.367,0.051235234,-1.290431273
Q88NM8,Q88NM8_PSEPK,Nrda,Ribonucleoside-diphosphate reductase,PP_0812,R3,2473334.667,0.052673279,-1.278409644
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0368,R1,1017471.333,0.021581586,-1.665916638
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0368,R2,513336.4333,0.010671133,-1.971789456
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0368,R3,872047.66,0.018402184,-1.735130628
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0751,R1,1220000,0.024375195,-1.613051907
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0751,R2,882650.6667,0.01844439,-1.734135713
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0751,R3,922624,0.019539907,-1.709077516
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0812,R1,719950.2667,0.014716891,-1.832183926
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0812,R2,844034.6667,0.017882169,-1.747579793
Q88NN0,Q88NN0_PSEPK,Nrdb,Ribonucleoside-diphosphate reductase subunit beta,PP_0812,R3,1143338.667,0.024349069,-1.613517637
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0368,R1,157184.8333,0.003334048,-2.477028181
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0368,R2,75599.53333,0.001571548,-2.803672431
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0368,R3,297734.3333,0.00628287,-2.201841931
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0751,R1,64082.86667,0.001280354,-2.892669807
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0751,R2,98957.96,0.002067884,-2.684473833
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0751,R3,160134.1667,0.003391421,-2.469618259
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0812,R1,28341.8,0.00057935,-3.237058994
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0812,R2,51910.73333,0.001099809,-2.958682914
Q88NP5,Q88NP5_PSEPK,Gsta,Protein GstA,PP_0812,R3,345572.1667,0.007359465,-2.133153772
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0368,R1,239303.7,0.005075871,-2.294489406
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0368,R2,355179.5667,0.007383401,-2.131743572
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0368,R3,352535.5333,0.0074393,-2.128467952
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0751,R1,206659.2667,0.004128983,-2.384156854
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0751,R2,325029.9333,0.006792017,-2.168001208
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0751,R3,359821.0333,0.007620514,-2.118015717
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0812,R1,319822.2667,0.006537659,-2.184577726
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0812,R2,323224.9,0.006848015,-2.164435268
Q88NQ9,Q88NQ9_PSEPK,Pp_1146,Lipoprotein,PP_0812,R3,33977.6,0.000723603,-3.140499829
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0368,R1,3583278.333,0.076004923,-1.119158276
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0368,R2,3623333.333,0.075321116,-1.123083256
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0368,R3,2976666.667,0.06281442,-1.201940645
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0751,R1,3563333.333,0.071194216,-1.147555288
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0751,R2,2480000,0.051823545,-1.285472886
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0751,R3,2429140.333,0.051445849,-1.288649658
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0812,R1,2828539,0.057819689,-1.237924251
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0812,R2,1525051.033,0.032310546,-1.490655701
Q88NR0,RAPA_PSEPK,Rapa,RNA polymerase-associated protein RapA,PP_0812,R3,2854935.667,0.060800031,-1.216096202
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0368,R1,13993.7,0.00029682,-3.527506261
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0368,R2,112739.8667,0.002343613,-2.630114028
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0368,R3,324729.3333,0.006852526,-2.164149328
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0751,R1,886904.9333,0.017720066,-1.751534667
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0751,R2,288703.2333,0.006032913,-2.219472919
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0751,R3,355625.6667,0.007531662,-2.123109165
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0812,R1,28341.8,0.00057935,-3.237058994
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0812,R2,50532.06667,0.001070599,-2.970373018
Q88NR2,Q88NR2_PSEPK,Pp_1143,3-hydroxyisobutyrate dehydrogenase family protein,PP_0812,R3,117649,0.002505508,-2.601104288
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0368,R1,2032259.333,0.043106256,-1.365459693
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0368,R2,3116799.1,0.064791385,-1.188482735
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0368,R3,3427047.333,0.072318474,-1.140750746
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0751,R1,2422507.6,0.048400897,-1.31514659
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0751,R2,1895359.313,0.039606548,-1.402233013
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0751,R3,3184602.667,0.067445502,-1.171047009
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0812,R1,2298005,0.046974757,-1.328135453
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0812,R2,2745869.033,0.058175449,-1.235260259
Q88NR4,Q88NR4_PSEPK,Livk,Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit,PP_0812,R3,3521629.667,0.074998254,-1.124948845
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0368,R1,392331.9,0.008321753,-2.079785198
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0368,R2,250817.1,0.005213935,-2.282834403
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0368,R3,103577.6533,0.002185723,-2.660404782
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0751,R1,380802.9333,0.007608316,-2.118711453
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0751,R2,465729.6467,0.009732162,-2.011790682
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0751,R3,910686,0.019287076,-1.714733603
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0812,R1,222304.8667,0.004544253,-2.342537452
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0812,R2,236346.4,0.005007361,-2.300391086
Q88NR7,Q88NR7_PSEPK,Livg,Branched chain amino acid transporter-ATP binding subunit,PP_0812,R3,884546.6667,0.018837715,-1.724971778
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0368,R1,299636.8333,0.006355597,-2.196843621
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0368,R2,386931.5333,0.008043454,-2.094557421
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0368,R3,821005,0.017325068,-1.761325047
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0751,R1,579093.6,0.011570098,-1.936662973
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0751,R2,473668.3133,0.009898053,-2.004450234
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0751,R3,940284.3333,0.019913928,-1.700843063
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0812,R1,442227.8667,0.009039818,-2.043840317
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0812,R2,493435.4,0.010454186,-1.980709775
Q88NR8,Q88NR8_PSEPK,Livf-i,High-affinity branched-chain amino acid transport ATP-binding protein,PP_0812,R3,963072,0.020510027,-1.688033772
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0368,R1,408353.2333,0.008661581,-2.062402821
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0368,R2,575317.7667,0.011959589,-1.922283759
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0368,R3,667934.3267,0.01409493,-1.850937086
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0751,R1,834971.6667,0.016682456,-1.777739999
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0751,R2,968119,0.020230386,-1.693995823
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0751,R3,708256.5,0.014999898,-1.823911694
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0812,R1,281102.2,0.005746161,-2.240622178
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0812,R2,354529.7333,0.007511256,-2.124287414
Q88NS1,Q88NS1_PSEPK,Pp_1134,FAD-dependent protein C-terminal domain-containing protein,PP_0812,R3,640610.5,0.013642738,-1.865098476
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0368,R1,4257997.9,0.090316401,-1.044233377
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0368,R2,5353333.333,0.111284003,-0.953567259
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0368,R3,7310641,0.154271111,-0.811715391
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0751,R1,5715840.933,0.114200603,-0.942331604
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0751,R2,6645924.313,0.138877159,-0.857369176
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0751,R3,9100000,0.192725477,-0.715060871
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0812,R1,6316113.933,0.129111086,-0.889036467
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0812,R2,7246666.667,0.153531752,-0.813801793
Q88NS3,Q88NS3_PSEPK,Slyb,Outer membrane lipoprotein,PP_0812,R3,7063333.333,0.150424014,-0.822682826
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0368,R1,13993.7,0.00029682,-3.527506261
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0368,R2,86618.86667,0.001800615,-2.744579048
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0368,R3,517964.66,0.010930229,-1.96137072
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0751,R1,195902.6,0.003914069,-2.407371538
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0751,R2,277614.2933,0.005801192,-2.236482744
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0751,R3,362401.8333,0.007675172,-2.114911877
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0812,R1,58136.86667,0.001188407,-2.925034801
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0812,R2,25153.1,0.000532907,-3.273348561
Q88NS5,PDXH_PSEPK,Pdxh,Pyridoxine/pyridoxamine 5'-phosphate oxidase,PP_0812,R3,223138.3333,0.004752057,-2.323118344
Q88NS9,Q88NS9_PSEPK,Ding,ATP-dependent DNA helicase DinG,PP_0368,R1,196727.7,0.004172792,-2.379573305
Q88NS9,Q88NS9_PSEPK,Ding,ATP-dependent DNA helicase DinG,PP_0368,R2,63547.53333,0.001321013,-2.879092848
Q88NS9,Q88NS9_PSEPK,Ding,ATP-dependent DNA helicase DinG,PP_0368,R3,71850.32,0.001516205,-2.819242143
Q88NS9,Q88NS9_PSEPK,Ding,ATP-dependent DNA helicase DinG,PP_0751,R1,302985.3333,0.006053546,-2.217990132
Q88NS9,Q88NS9_PSEPK,Ding,ATP-dependent DNA helicase DinG,PP_0751,R2,181876.6467,0.003800602,-2.420147628
Q88NS9,Q88NS9_PSEPK,Ding,ATP-dependent DNA helicase DinG,PP_0751,R3,251344.1667,0.005323124,-2.273833453
Q88NS9,Q88NS9_PSEPK,Ding,ATP-dependent DNA helicase DinG,PP_0812,R1,28341.8,0.00057935,-3.237058994
Q88NS9,Q88NS9_PSEPK,Ding,ATP-dependent DNA helicase DinG,PP_0812,R2,47267.46667,0.001001434,-2.999377751
Q88NS9,Q88NS9_PSEPK,Ding,ATP-dependent DNA helicase DinG,PP_0812,R3,56680.33333,0.001207091,-2.918260133
Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,PP_0368,R1,1039329.133,0.022045212,-1.656685719
Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,PP_0368,R2,1064433.9,0.022127235,-1.655072848
Q88NT2,Q88NT2_PSEPK,Pp_1122,OmpA family protein,PP_0368,R3,836437.3333,0.017650725,-1.75323744
