Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_1638_1,R2,59715.22333,0.005471366,-2.261904201
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_1638_1,R3,47159.23333,0.004500992,-2.346691771
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_1638_2,R1,60472.93333,0.005656091,-2.247483647
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_1638_2,R2,30612.88667,0.002974918,-2.52652506
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_1638_2,R3,10308.1,0.001003106,-2.998653367
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_1638_3,R1,10010.8,0.00067673,-3.169584326
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_1638_3,R2,0.0,1e-05,-5.0
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_1638_3,R3,89530.76667,0.00837821,-2.076848735
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_1982,R1,52429.36667,0.005096904,-2.292693551
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_1982,R2,0.0,1e-05,-5.0
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_1982,R3,80716.53333,0.007819212,-2.106837028
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_2664,R1,19647.1,0.002048023,-2.688665243
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_2664,R2,50464.28333,0.004843358,-2.31485345
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_2664,R3,72682.46667,0.007057115,-2.151372804
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_2665,R1,19864.32667,0.002074484,-2.683089942
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_2665,R2,142428.3333,0.014454926,-1.839984137
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_2665,R3,45162.12667,0.00461568,-2.335764296
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_2680,R1,6829.92,0.000665966,-3.17654826
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_2680,R2,89995.6,0.008648949,-2.063036648
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_2680,R3,22937.56667,0.002143602,-2.668855914
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_3379,R1,0.0,1e-05,-5.0
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_3379,R2,127623.1,0.011919556,-1.923739914
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_3379,R3,19564.44,0.00178752,-2.747749142
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_3416,R1,29169.61333,0.002943841,-2.531085581
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_3416,R2,28521.64667,0.002821079,-2.549584731
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_3416,R3,0.0,1e-05,-5.0
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_5313,R1,26598.2,0.002643392,-2.577838467
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_5313,R2,30510.15333,0.003028188,-2.518817189
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_5313,R3,52195.07,0.005153879,-2.287865811
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_0815_NT,R1,27635.92,0.002616102,-2.582345407
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_0815_NT,R2,103423.4,0.009916569,-2.003638561
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_0815_NT,R3,45482.83,0.00457539,-2.339571852
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_0815_Target,R1,83102.56667,0.008464843,-2.072381092
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_0815_Target,R2,70052.33333,0.007108585,-2.148216818
PP_0215,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_0815_Target,R3,93425.93333,0.009881107,-2.005194399
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0378,R1,530375.6667,0.049355949,-1.306660497
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0378,R2,256314.6667,0.027381753,-1.562538748
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0378,R3,317952.3333,0.033095135,-1.48023584
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0379,R1,537454.6667,0.046480372,-1.332730406
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0379,R2,252136.6667,0.024964168,-1.60268291
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0379,R3,426970.3333,0.039877975,-1.3992669
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0977_1,R1,430802.3333,0.040411397,-1.393496139
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0977_1,R2,451192.0,0.041826636,-1.378547064
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0977_1,R3,507517.0,0.04749138,-1.323385209
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0977_2,R1,492996.6667,0.043521952,-1.361291639
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0977_2,R2,488803.3333,0.043969964,-1.356843891
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0977_2,R3,441984.3333,0.040075571,-1.39712028
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0977_3,R1,404130.6667,0.03989726,-1.399056924
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0977_3,R2,193299.3333,0.02175495,-1.662441908
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0977_3,R3,435410.0,0.044320388,-1.353396449
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0986,R1,317681.3333,0.039686224,-1.401360217
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0986,R2,442369.3333,0.054043436,-1.267257046
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0986,R3,477830.6667,0.051871112,-1.285074443
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1018,R1,530555.6667,0.052545707,-1.279462761
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1018,R2,588185.6667,0.053879251,-1.26857845
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1018,R3,580797.6667,0.053853106,-1.268789247
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1593,R1,391567.3333,0.039767764,-1.400468825
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1593,R2,233630.6,0.016680616,-1.777787914
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1593,R3,420199.3333,0.040848218,-1.38882688
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1638_1,R1,518275.0,0.04945852,-1.305758886
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1638_1,R2,502662.0,0.046056061,-1.336713207
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1638_1,R3,468487.0,0.044713538,-1.349560963
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1638_2,R1,496832.3333,0.046469197,-1.332834831
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1638_2,R2,401978.0,0.039063661,-1.408227059
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1638_2,R3,313664.6667,0.030523449,-1.515366391
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1638_3,R1,236263.2667,0.015971404,-1.796656906
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1638_3,R2,430279.6667,0.040730899,-1.390076008
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1638_3,R3,465977.0,0.043605718,-1.360456558
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1982,R1,521798.3333,0.050726456,-1.294765475
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1982,R2,406827.6667,0.044537077,-1.351278293
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_1982,R3,452533.6667,0.043838064,-1.358148635
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_2664,R1,452221.6667,0.047139793,-1.326612332
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_2664,R2,461418.0,0.044285033,-1.353743028
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_2664,R3,523154.0,0.050795716,-1.294172912
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_2665,R1,441540.3333,0.046111218,-1.336193409
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_2665,R2,502282.6667,0.050976224,-1.292632338
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_2665,R3,449702.0,0.045960648,-1.337613861
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_2680,R1,431933.6667,0.042116588,-1.375546821
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_2680,R2,459306.6667,0.04414127,-1.355155176
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_2680,R3,525685.0,0.049127236,-1.308677673
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_3379,R1,494789.3333,0.048831636,-1.311298725
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_3379,R2,527985.3333,0.049312004,-1.307047345
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_3379,R3,491708.3333,0.044925302,-1.347508995
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_3416,R1,553189.0,0.05582867,-1.253142717
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_3416,R2,527262.3333,0.052151574,-1.282732579
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_3416,R3,492657.3333,0.0501264,-1.299933489
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_5313,R1,545059.0,0.054169247,-1.266247199
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_5313,R2,496669.3333,0.049295329,-1.307194234
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_5313,R3,504961.6667,0.049861245,-1.302236885
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0815_NT,R1,515729.6667,0.048820563,-1.311397219
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0815_NT,R2,535837.0,0.051377779,-1.289224673
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0815_NT,R3,538717.3333,0.054192804,-1.266058381
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0815_Target,R1,509145.0,0.051861605,-1.285154046
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0815_Target,R2,535920.3333,0.054382706,-1.264539189
PP_0214,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0815_Target,R3,456323.3333,0.048262613,-1.316389168
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0378,R1,690177.6667,0.064226878,-1.192283186
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0378,R2,443258.6667,0.047352731,-1.32465497
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0378,R3,445533.3333,0.046374832,-1.333717654
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0379,R1,609499.3333,0.052710968,-1.278099009
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0379,R2,367334.6667,0.036369975,-1.439257001
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0379,R3,603247.6667,0.056341843,-1.24916895
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0977_1,R1,566549.0,0.053145108,-1.274536708
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0977_1,R2,472624.0,0.043813436,-1.358392684
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0977_1,R3,657763.0,0.061550791,-1.210766363
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0977_2,R1,499825.0,0.04412476,-1.355317647
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0977_2,R2,422365.3333,0.03799358,-1.420289784
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0977_2,R3,503080.6667,0.045615293,-1.340889527
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0977_3,R1,555117.6667,0.05480325,-1.261193682
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0977_3,R2,378066.3333,0.042549625,-1.371104258
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0977_3,R3,645102.3333,0.065664972,-1.182666235
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0986,R1,500366.3333,0.062508081,-1.204063833
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0986,R2,566265.0,0.069179539,-1.160022339
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0986,R3,818574.3333,0.088860686,-1.051290339
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1018,R1,732675.3333,0.072563438,-1.139282148
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1018,R2,768307.6667,0.070378868,-1.15255772
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1018,R3,688944.0,0.063880721,-1.194630188
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1593,R1,641914.3333,0.065193124,-1.185798205
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1593,R2,522380.0,0.037296571,-1.428331097
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1593,R3,633687.0,0.06160168,-1.210407441
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1638_1,R1,664701.3333,0.063431854,-1.197692596
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1638_1,R2,608689.3333,0.055770743,-1.25359357
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1638_1,R3,721154.0,0.068828691,-1.16223049
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1638_2,R1,658380.3333,0.061578934,-1.210567833
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1638_2,R2,569917.3333,0.055383771,-1.256617478
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1638_2,R3,714182.0,0.069498737,-1.15802309
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1638_3,R1,358572.9333,0.024239541,-1.615475607
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1638_3,R2,442193.0,0.041858632,-1.378214968
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1638_3,R3,618070.3333,0.057838479,-1.23778314
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1982,R1,685152.6667,0.066606895,-1.17648081
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1982,R2,457359.6667,0.05006902,-1.30043091
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_1982,R3,623468.3333,0.060396931,-1.218985129
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_2664,R1,792256.3333,0.082585161,-1.083097979
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_2664,R2,581944.0,0.055852631,-1.252956365
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_2664,R3,607214.6667,0.058957599,-1.229460209
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_2665,R1,563519.0,0.05884977,-1.230255227
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_2665,R2,604574.6667,0.061357749,-1.212130584
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_2665,R3,577591.6667,0.059031285,-1.228917762
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_2680,R1,579252.6667,0.056481232,-1.248095835
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_2680,R2,734986.0,0.070635194,-1.150978858
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_2680,R3,545041.0,0.050936126,-1.292974085
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_3379,R1,545372.3333,0.053823762,-1.269025951
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_3379,R2,632211.6667,0.059046383,-1.228806697
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_3379,R3,802950.3333,0.073362162,-1.134527881
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_3416,R1,640623.6667,0.064652709,-1.189413274
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_3416,R2,698853.6667,0.069123691,-1.160373078
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_3416,R3,695445.6667,0.070759502,-1.150215235
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_5313,R1,687258.0,0.068301319,-1.165570911
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_5313,R2,591972.3333,0.058754324,-1.230960169
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_5313,R3,697345.0,0.068857682,-1.162047604
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0815_NT,R1,642811.0,0.060850474,-1.215736033
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0815_NT,R2,677897.3333,0.064998982,-1.187093446
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0815_NT,R3,606239.6667,0.060985279,-1.214774982
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0815_Target,R1,593594.0,0.060463596,-1.218506027
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0815_Target,R2,633631.0,0.06429793,-1.191803007
PP_0213,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0815_Target,R3,588409.3333,0.062232566,-1.205982292
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0378,R1,237438.4667,0.022095661,-1.655693008
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0378,R2,260876.6667,0.027869106,-1.554876969
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0378,R3,88887.66667,0.009252171,-2.03375635
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0379,R1,412209.6667,0.035648883,-1.447954072
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0379,R2,104778.3333,0.010374151,-1.984047431
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0379,R3,104861.3333,0.00979379,-2.009049225
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0977_1,R1,264029.2667,0.024767255,-1.606122116
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0977_1,R2,208672.3333,0.019344451,-1.713443583
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0977_1,R3,344689.3333,0.032254628,-1.491407959
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0977_2,R1,377514.6667,0.033327152,-1.477201793
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0977_2,R2,142568.58,0.012824657,-1.891954226
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0977_2,R3,384009.3,0.034818863,-1.458185413
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0977_3,R1,172135.71,0.016993868,-1.769707756
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0977_3,R2,98102.0,0.011040929,-1.956994402
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0977_3,R3,124219.9833,0.012644353,-1.898103381
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0986,R1,0.0,1e-05,-5.0
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0986,R2,0.0,1e-05,-5.0
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0986,R3,43818.0,0.004756682,-2.322695911
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1018,R1,230402.4667,0.022818832,-1.641706594
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1018,R2,190747.45,0.017472935,-1.757634146
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1018,R3,359123.6667,0.033298902,-1.477570084
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1593,R1,97344.21333,0.009886325,-2.004965139
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1593,R2,0.0,1e-05,-5.0
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1593,R3,130465.32,0.012682733,-1.896787155
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1638_1,R1,262201.2,0.025021626,-1.601684471
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1638_1,R2,234991.9567,0.021530977,-1.666936264
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1638_1,R3,362236.6667,0.034572748,-1.461266098
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1638_2,R1,259107.0333,0.024234525,-1.61556548
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1638_2,R2,256372.21,0.024913893,-1.603558397
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1638_2,R3,176154.6667,0.017142027,-1.765937837
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1638_3,R1,123636.5333,0.008357833,-2.077906291
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1638_3,R2,385309.3333,0.036473942,-1.438017303
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1638_3,R3,175522.7,0.01642526,-1.784487748
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1982,R1,404786.0667,0.039351147,-1.405042608
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1982,R2,111992.3333,0.012260255,-1.91150048
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_1982,R3,154286.62,0.014946129,-1.825471264
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_2664,R1,104109.6667,0.010852439,-1.964472642
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_2664,R2,413455.3333,0.03968177,-1.401408962
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_2664,R3,161749.1467,0.015705058,-1.803960464
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_2665,R1,378023.43,0.03947798,-1.403645072
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_2665,R2,230570.0,0.023400346,-1.630777729
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_2665,R3,429165.6667,0.043861784,-1.357913709
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_2680,R1,379675.3067,0.037021028,-1.431551525
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_2680,R2,176194.0667,0.016932978,-1.771266645
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_2680,R3,420091.6667,0.039259142,-1.406059192
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_3379,R1,99331.0,0.009803152,-2.008634246
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_3379,R2,140795.9867,0.013149858,-1.881078928
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_3379,R3,422887.5,0.038637435,-1.412991715
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_3416,R1,321144.8067,0.032410419,-1.48931535
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_3416,R2,99485.98,0.009840169,-2.006997444
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_3416,R3,113464.3333,0.011544654,-1.937619075
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_5313,R1,391566.9167,0.038914842,-1.409884723
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_5313,R2,310355.1667,0.030803311,-1.511402599
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_5313,R3,428333.6667,0.042294794,-1.373713085
PP_0202,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0815_NT,R1,168405.11,0.015941748,-1.797464068
