From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)
Q88PA9	Q88PA9	reviewed	Y941_PSEPK	UPF0307 protein PP_0941	PP_0941	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	173	PP_0941			
Q88PB0	Q88PB0	unreviewed	Q88PB0_PSEPK	Protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD	tldD PP_0940	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	479	PP_0940		tldD	
Q88PB1	Q88PB1	unreviewed	Q88PB1_PSEPK	Carbon-nitrogen hydrolase family protein	PP_0939	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	283	PP_0939			
Q88PB2	Q88PB2	unreviewed	Q88PB2_PSEPK	TIGR02099 family protein	PP_0938	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	1273	PP_0938			
Q88PB3	Q88PB3	unreviewed	Q88PB3_PSEPK	Endoribonuclease G (RNAse G) (EC 3.1.26.-)	rng PP_0937	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	485	PP_0937		rng	
Q88PB4	Q88PB4	reviewed	NTPPA_PSEPK	dTTP/UTP pyrophosphatase (dTTPase/UTPase) (EC 3.6.1.9) (Nucleoside triphosphate pyrophosphatase) (Nucleotide pyrophosphatase) (Nucleotide PPase)	maf-1 PP_0936	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	203	PP_0936		maf-1	
Q88PB6	Q88PB6	unreviewed	Q88PB6_PSEPK	Cell shape-determining protein MreC (Cell shape protein MreC)	mreC PP_0934	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	332	PP_0934		mreC	
Q88PB7	Q88PB7	unreviewed	Q88PB7_PSEPK	Cell shape-determining protein MreB	mreB PP_0933	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	372	PP_0933		mreB	
Q88PB8	Q88PB8	reviewed	GATC_PSEPK	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-)	gatC PP_0932	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	95	PP_0932		gatC	
Q88PB9	Q88PB9	reviewed	GATA_PSEPK	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	gatA PP_0931	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	483	PP_0931		gatA	
Q88PC0	Q88PC0	reviewed	GATB_PSEPK	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	gatB PP_0930	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	481	PP_0930		gatB	
Q88PC3	Q88PC3	unreviewed	Q88PC3_PSEPK	Aromatic amino acid transport protein AroP (Aromatic amino acid:H(+) symporter AroP) (General aromatic amino acid permease)	aroP-I PP_0927	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	453	PP_0927		aroP-I	
Q88PC4	Q88PC4	unreviewed	Q88PC4_PSEPK	Membrane protein	PP_0926	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	315	PP_0926			
Q88PC5	Q88PC5	unreviewed	Q88PC5_PSEPK	Acyl-CoA dehydrogenase	PP_0925	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	295	PP_0925			
Q88PD0	Q88PD0	unreviewed	Q88PD0_PSEPK	Xenobiotic reductase B	xenB PP_0920	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	349	PP_0920		xenB	
Q88PD1	Q88PD1	unreviewed	Q88PD1_PSEPK	ATPase	PP_0919	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	289	PP_0919			
Q88PD2	Q88PD2	unreviewed	Q88PD2_PSEPK	3-beta hydroxysteroid dehydrogenase/isomerase family protein	PP_0918	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	330	PP_0918			
Q88PD5	Q88PD5	reviewed	SODF_PSEPK	Superoxide dismutase [Fe] (EC 1.15.1.1)	sodB PP_0915	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	198	PP_0915		sodB	
Q88PD6	Q88PD6	unreviewed	Q88PD6_PSEPK	GGDEF domain protein	PP_0914	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	693	PP_0914			
Q88PD7	Q88PD7	unreviewed	Q88PD7_PSEPK	Imelysin-like domain-containing protein	PP_0913	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	443	PP_0913			
Q88PE0	Q88PE0	unreviewed	Q88PE0_PSEPK	Cytochrome c domain-containing protein	PP_0910	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	475	PP_0910			
Q88PE1	Q88PE1	unreviewed	Q88PE1_PSEPK	Imelysin-like domain-containing protein	PP_0909	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	354	PP_0909			
Q88PE6	Q88PE6	unreviewed	Q88PE6_PSEPK	InaA protein	PP_0904	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	233	PP_0904			
Q88PE9	Q88PE9	unreviewed	Q88PE9_PSEPK	DNA-binding response regulator	colR PP_0901	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	227	PP_0901		colR	
Q88PF3	Q88PF3	unreviewed	Q88PF3_PSEPK	Fumarate hydratase class I (EC 4.2.1.2)	PP_0897	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	507	PP_0897			
Q88PF6	Q88PF6	unreviewed	Q88PF6_PSEPK	SnoaL-like domain-containing protein	PP_0894	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	132	PP_0894			
Q88PF7	Q88PF7	unreviewed	Q88PF7_PSEPK	ThiJ/PfpI family protein	PP_0893	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	195	PP_0893			
Q88PF9	Q88PF9	unreviewed	Q88PF9_PSEPK	Lipid/polyisoprenoid-binding YceI-like domain-containing protein	PP_0891	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	193	PP_0891			
Q88PG1	Q88PG1	unreviewed	Q88PG1_PSEPK	Beta-lactamase-related domain-containing protein	PP_0889	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	378	PP_0889			
Q88PG2	Q88PG2	unreviewed	Q88PG2_PSEPK	Photosynthetic apparatus regulatory protein RegA	regA PP_0888	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	186	PP_0888		regA	
Q88PG3	Q88PG3	unreviewed	Q88PG3_PSEPK	histidine kinase (EC 2.7.13.3)	PP_0887	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	450	PP_0887			
Q88PG4	Q88PG4	unreviewed	Q88PG4_PSEPK	DUF541 domain-containing protein	PP_0886	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	238	PP_0886			
Q88PG5	Q88PG5	unreviewed	Q88PG5_PSEPK	Dipeptide ABC transporter-periplasmic binding protein (EC 3.6.3.23)	dppA-III PP_0885	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	541	PP_0885		dppA-III	
Q88PG6	Q88PG6	unreviewed	Q88PG6_PSEPK	Dipeptide ABC transporter-periplasmic binding protein (EC 3.6.3.23)	dppA-II PP_0884	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	530	PP_0884		dppA-II	
Q88PG7	Q88PG7	unreviewed	Q88PG7_PSEPK	Glycine-glutamate dipeptide porin (EC 3.4.21.-)	opdP PP_0883	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	459	PP_0883		opdP	
Q88PG8	Q88PG8	unreviewed	Q88PG8_PSEPK	Dipeptide ABC transporter-periplasmic binding protein (EC 3.6.3.23)	dppA-I PP_0882	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	544	PP_0882		dppA-I	
Q88PG9	Q88PG9	unreviewed	Q88PG9_PSEPK	Dipeptide ABC transporter-putative membrane subunit (EC 3.6.3.23)	dppB PP_0881	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	336	PP_0881		dppB	
Q88PH1	Q88PH1	unreviewed	Q88PH1_PSEPK	ABC-type dipeptide transporter (EC 7.4.2.9)	dppD PP_0879	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	322	PP_0879		dppD	
Q88PH2	Q88PH2	unreviewed	Q88PH2_PSEPK	Dipeptide ABC transporter, binding subunit (EC 3.6.3.23)	dppF PP_0878	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	322	PP_0878		dppF	
Q88PH8	Q88PH8	reviewed	RF3_PSEPK	Peptide chain release factor 3 (RF-3)	prfC PP_0872	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	527	PP_0872		prfC	
Q88PH9	Q88PH9	unreviewed	Q88PH9_PSEPK	Glycine betaine/carnitine/choline ABC transporter, permease protein	PP_0871	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	247	PP_0871			
Q88PI0	Q88PI0	unreviewed	Q88PI0_PSEPK	Glycine betaine/carnitine/choline ABC transporter, periplasmic binding protein	PP_0870	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	313	PP_0870			
Q88PI1	Q88PI1	unreviewed	Q88PI1_PSEPK	Osmoprotectant ABC transporter permease subunit	yehW PP_0869	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	217	PP_0869		yehW	
Q88PI2	Q88PI2	unreviewed	Q88PI2_PSEPK	Quaternary amine transport ATP-binding protein (EC 7.6.2.9)	yehX PP_0868	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	385	PP_0868		yehX	
Q88PI4	Q88PI4	unreviewed	Q88PI4_PSEPK	Transmembrane sensor	PP_0866	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	328	PP_0866			
Q88PI6	Q88PI6	unreviewed	Q88PI6_PSEPK	ornithine decarboxylase (EC 4.1.1.17)	speC PP_0864	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	387	PP_0864		speC	
Q88PI9	Q88PI9	unreviewed	Q88PI9_PSEPK	Outer membrane ferric siderophore receptor	PP_0861	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	763	PP_0861			
Q88PJ0	Q88PJ0	unreviewed	Q88PJ0_PSEPK	Sulfite reductase, flavoprotein component	PP_0860	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	849	PP_0860			
Q88PJ1	Q88PJ1	unreviewed	Q88PJ1_PSEPK	Ketoglutaramate omega-amidase	PP_0859	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	263	PP_0859			
Q88PJ2	Q88PJ2	unreviewed	Q88PJ2_PSEPK	Methionine/glutamine aminotransferase	PP_0858	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	382	PP_0858			
Q88PJ3	Q88PJ3	reviewed	DER_PSEPK	GTPase Der (GTP-binding protein EngA)	der engA PP_0857	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	487	PP_0857		der	engA
Q88PJ4	Q88PJ4	unreviewed	Q88PJ4_PSEPK	Outer membrane protein assembly factor BamB	bamB PP_0856	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	380	PP_0856		bamB	
Q88PJ5	Q88PJ5	unreviewed	Q88PJ5_PSEPK	Ancillary SecYEG translocon subunit	PP_0855	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	213	PP_0855			
Q88PJ6	Q88PJ6	reviewed	SYH_PSEPK	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	hisS PP_0854	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	429	PP_0854		hisS	
Q88PJ7	Q88PJ7	reviewed	ISPG_PSEPK	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	ispG PP_0853	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	369	PP_0853		ispG	
Q88PJ8	Q88PJ8	unreviewed	Q88PJ8_PSEPK	Transcriptional regulator, Cro/CI family	PP_0852	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	335	PP_0852			
Q88PK0	Q88PK0	reviewed	RLMN_PSEPK	Dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)	rlmN PP_0850	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	381	PP_0850		rlmN	
Q88PK1	Q88PK1	reviewed	NDK_PSEPK	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk PP_0849	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	141	PP_0849		ndk	
Q88PK2	Q88PK2	unreviewed	Q88PK2_PSEPK	Donor of Fe2+ and regulator of cysteine desulfurase activity	iscX PP_0848	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	66	PP_0848		iscX	
Q88PK3	Q88PK3	unreviewed	Q88PK3_PSEPK	2Fe-2S ferredoxin	fdx PP_0847	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	113	PP_0847		fdx	
Q88PK4	Q88PK4	reviewed	HSCA_PSEPK	Chaperone protein HscA homolog	hscA PP_0846	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	620	PP_0846		hscA	
Q88PK5	Q88PK5	reviewed	HSCB_PSEPK	Co-chaperone protein HscB homolog	hscB PP_0845	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	173	PP_0845		hscB	
Q88PK6	Q88PK6	unreviewed	Q88PK6_PSEPK	Iron-binding protein IscA (Iron-sulfur cluster assembly protein)	iscA PP_0844	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	107	PP_0844		iscA	
Q88PK7	Q88PK7	unreviewed	Q88PK7_PSEPK	Iron-sulfur cluster assembly scaffold protein IscU	iscU PP_0843	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	128	PP_0843		iscU	
Q88PK8	Q88PK8	reviewed	ISCS_PSEPK	Cysteine desulfurase IscS (EC 2.8.1.7)	iscS PP_0842 PP0842	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	404	PP_0842	PP0842	iscS	
Q88PK9	Q88PK9	unreviewed	Q88PK9_PSEPK	DNA-binding transcriptional dual regulator 2Fe-2S cluster IscR	iscR PP_0841	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	163	PP_0841		iscR	
Q88PL0	Q88PL0	unreviewed	Q88PL0_PSEPK	serine O-acetyltransferase (EC 2.3.1.30)	cysE PP_0840	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	261	PP_0840		cysE	
Q88PL1	Q88PL1	unreviewed	Q88PL1_PSEPK	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ (EC 2.1.1.200) (tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase) (tRNA Cm32/Um32 methyltransferase)	trmJ PP_0839	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	251	PP_0839		trmJ	
Q88PL2	Q88PL2	unreviewed	Q88PL2_PSEPK	Inositol-1-monophosphatase (EC 3.1.3.25)	suhB PP_0838	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	272	PP_0838		suhB	
Q88PL3	Q88PL3	unreviewed	Q88PL3_PSEPK	Regulator of flagellation	ycfJ PP_0837	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	180	PP_0837		ycfJ	
Q88PL4	Q88PL4	unreviewed	Q88PL4_PSEPK	Protein-export membrane protein SecF	secF PP_0836	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	302	PP_0836		secF	
Q88PL5	Q88PL5	unreviewed	Q88PL5_PSEPK	Protein translocase subunit SecD	secD PP_0835	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	620	PP_0835		secD	
Q88PL7	Q88PL7	reviewed	TGT_PSEPK	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt PP_0833	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	371	PP_0833		tgt	
Q88PL8	Q88PL8	reviewed	QUEA_PSEPK	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)	queA PP_0832	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	349	PP_0832		queA	
Q88PM0	Q88PM0	unreviewed	Q88PM0_PSEPK	Acetyltransferase, GNAT family	PP_0830	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	159	PP_0830			
Q88PM4	Q88PM4	unreviewed	Q88PM4_PSEPK	Phosphonate ABC transporter, permease protein	phnE PP_0826	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	275	PP_0826		phnE	
Q88PM6	Q88PM6	unreviewed	Q88PM6_PSEPK	Phosphonate transport system-binding protein	ptxB PP_0824	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	284	PP_0824		ptxB	
Q88PM7	Q88PM7	reviewed	SELU_PSEPK	tRNA 2-selenouridine synthase (EC 2.9.1.3)	selU PP_0822	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	370	PP_0822		selU	
Q88PM9	Q88PM9	unreviewed	Q88PM9_PSEPK	GCN5-related N-acetyltransferase	PP_0820	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	187	PP_0820			
Q88PN2	Q88PN2	unreviewed	Q88PN2_PSEPK	Aminotransferase (EC 2.6.1.83)	alaC PP_0817	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	402	PP_0817		alaC	
Q88PN5	Q88PN5	unreviewed	Q88PN5_PSEPK	Cytochrome bo(3) ubiquinol oxidase subunit 3 (Cytochrome o ubiquinol oxidase subunit 3) (Oxidase bo(3) subunit 3) (Ubiquinol oxidase polypeptide III) (Ubiquinol oxidase subunit 3)	cyoC PP_0814	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	207	PP_0814		cyoC	
Q88PN6	Q88PN6	unreviewed	Q88PN6_PSEPK	Cytochrome bo(3) ubiquinol oxidase subunit 1 (EC 7.1.1.3) (Cytochrome o ubiquinol oxidase subunit 1) (Oxidase bo(3) subunit 1) (Ubiquinol oxidase polypeptide I) (Ubiquinol oxidase subunit 1)	cyoB PP_0813	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	672	PP_0813		cyoB	
Q88PN7	Q88PN7	unreviewed	Q88PN7_PSEPK	Ubiquinol oxidase subunit 2	cyoA PP_0812	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	313	PP_0812		cyoA	
Q88PP1	Q88PP1	unreviewed	Q88PP1_PSEPK	DNA-binding transcriptional dual regulator (NO)	norR PP_0807	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	518	PP_0807		norR	
Q88PP2	Q88PP2	unreviewed	Q88PP2_PSEPK	Surface adhesion protein	PP_0806	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	6310	PP_0806			
Q88PP5	Q88PP5	unreviewed	Q88PP5_PSEPK	Membrane fusion protein (MFP) family protein	PP_0803	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	394	PP_0803			
Q88PP6	Q88PP6	unreviewed	Q88PP6_PSEPK	Chemotaxis protein	PP_0802	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	299	PP_0802			
Q88PP9	Q88PP9	unreviewed	Q88PP9_PSEPK	Histidine-specific outer membrane porin D (EC 3.4.21.-)	opdC PP_0799	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	444	PP_0799		opdC	
Q88PQ1	Q88PQ1	unreviewed	Q88PQ1_PSEPK	DUF2383 domain-containing protein	PP_0797	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	179	PP_0797			
Q88PQ3	Q88PQ3	unreviewed	Q88PQ3_PSEPK	protein-N(pi)-phosphohistidine--D-fructose phosphotransferase (EC 2.7.1.202)	fruA PP_0795	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	580	PP_0795		fruA	
Q88PQ4	Q88PQ4	unreviewed	Q88PQ4_PSEPK	Phosphofructokinase	fruK PP_0794	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	315	PP_0794		fruK	
Q88PQ5	Q88PQ5	unreviewed	Q88PQ5_PSEPK	phosphoenolpyruvate--protein phosphotransferase (EC 2.7.3.9)	fruB PP_0793	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	950	PP_0793		fruB	
Q88PQ6	Q88PQ6	unreviewed	Q88PQ6_PSEPK	Catabolite repressor-activator, DNA-binding transcriptional dual regulator	cra PP_0792	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	331	PP_0792		cra	
Q88PQ8	Q88PQ8	unreviewed	Q88PQ8_PSEPK	Inner membrane protein AmpE	PP_0790	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	276	PP_0790			
Q88PQ9	Q88PQ9	unreviewed	Q88PQ9_PSEPK	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)	ampD PP_0789	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	190	PP_0789		ampD	
Q88PR0	Q88PR0	unreviewed	Q88PR0_PSEPK	Thymidine phosphorylase	PP_0788	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	719	PP_0788			
Q88PR1	Q88PR1	unreviewed	Q88PR1_PSEPK	nicotinate-nucleotide diphosphorylase (carboxylating) (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating])	nadC PP_0787	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	282	PP_0787		nadC	
Q88PR2	Q88PR2	unreviewed	Q88PR2_PSEPK	Thioredoxin reductase (EC 1.8.1.9)	trxB PP_0786	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	320	PP_0786		trxB	
Q88PR9	Q88PR9	unreviewed	Q88PR9_PSEPK	Methyl-accepting chemotaxis transducer/sensory box protein	PP_0779	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	446	PP_0779			
Q88PS1	Q88PS1	unreviewed	Q88PS1_PSEPK	Glutathione peroxidase	PP_0777	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	160	PP_0777			
Q88PS2	Q88PS2	unreviewed	Q88PS2_PSEPK	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	slyD PP_0776	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	161	PP_0776		slyD	
Q88PS4	Q88PS4	reviewed	PTA_PSEPK	Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase)	pta PP_0774	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	695	PP_0774		pta	
