,pp,Entry_x,Reviewed,Entry Name,Protein names,Gene Names,Gene Ontology (molecular function),Gene Ontology (GO),Gene Ontology IDs,Gene Ontology (cellular component),Gene Ontology (biological process),New_tag,Preferred_name,Nickname,Description,COG,GOs,EC,KEGG_ko,KEGG_Reaction,pref_first3,in_gsm,gsm_rxns,gsm_subsystems,num_rxns,num_subsystems,subsystem1,retap_target,isoprenol_mean,dCas9_expr,pass_dbtl0_filter,target_control_ratio,pass_dbtl3
55,PP_2339,Q88KF1,unreviewed,Q88KF1_PSEPK,Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase),acnB PP_2339,"2-methylisocitrate dehydratase activity [GO:0047456]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; citrate dehydratase activity [GO:0047780]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]","cytosol [GO:0005829]; 2-methylisocitrate dehydratase activity [GO:0047456]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; citrate dehydratase activity [GO:0047780]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; tricarboxylic acid cycle [GO:0006099]",GO:0003723; GO:0003994; GO:0005829; GO:0006099; GO:0046872; GO:0047456; GO:0047780; GO:0051539,cytosol [GO:0005829],tricarboxylic acid cycle [GO:0006099],PP_RS12205,acnB,acnB,Belongs to the aconitase IPM isomerase family,C,-,"4.2.1.3,4.2.1.99",ko:K01682,"R01324,R01325,R01900,R04425",acn,True,"['ACONTb', 'ACONTa']",['S_TCA_Cycle'],2,1,S_TCA_Cycle,False,101.58755666666669,0.9974232387512356,True,0.2360784825225848,False
56,PP_2471,P0A126,reviewed,IHFA_PSEPK,Integration host factor subunit alpha (IHF-alpha),ihfA himA PP_2471,DNA-binding transcription activator activity [GO:0001216]; DNA-binding transcription repressor activity [GO:0001217]; structural constituent of chromatin [GO:0030527]; transcription cis-regulatory region binding [GO:0000976],protein-DNA complex [GO:0032993]; DNA-binding transcription activator activity [GO:0001216]; DNA-binding transcription repressor activity [GO:0001217]; structural constituent of chromatin [GO:0030527]; transcription cis-regulatory region binding [GO:0000976]; DNA recombination [GO:0006310]; regulation of translation [GO:0006417],GO:0000976; GO:0001216; GO:0001217; GO:0006310; GO:0006417; GO:0030527; GO:0032993,protein-DNA complex [GO:0032993],DNA recombination [GO:0006310]; regulation of translation [GO:0006417],PP_RS12885,himA,ihfA,"This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control",K,"GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032774,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141",-,ko:K04764,-,him,False,,[],0,0,-,False,187.6631766666667,0.2590837215943931,True,0.2759715574974791,False
57,PP_2589,Q88JR0,unreviewed,Q88JR0_PSEPK,Aldehyde dehydrogenase family protein,PP_2589,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]; organic substance metabolic process [GO:0071704]",GO:0016620; GO:0071704,,organic substance metabolic process [GO:0071704],PP_RS13510,puuC2,PP_2589,belongs to the aldehyde dehydrogenase family,C,-,1.2.1.99,ko:K09472,"R07417,R07418",puu,True,['ALDD2x'],['Unassigned'],1,1,Unassigned,False,191.70777666666663,0.7305908606851347,False,,False
58,PP_2925,Q88IS4,reviewed,MQO3_PSEPK,Probable malate:quinone oxidoreductase 3 (EC 1.1.5.4) (MQO 3) (Malate dehydrogenase [quinone] 3),mqo3 mqo-3 PP_2925,malate dehydrogenase (menaquinone) activity [GO:0052589]; malate dehydrogenase (quinone) activity [GO:0008924],malate dehydrogenase (menaquinone) activity [GO:0052589]; malate dehydrogenase (quinone) activity [GO:0008924]; tricarboxylic acid cycle [GO:0006099],GO:0006099; GO:0008924; GO:0052589,,tricarboxylic acid cycle [GO:0006099],PP_RS15165,mqo,mqo-III,malate quinone oxidoreductase,C,-,1.1.5.4,ko:K00116,"R00360,R00361,R01257",mqo,True,"['DMALRED', 'MDH2']",['S_TCA_Cycle'],2,1,S_TCA_Cycle,False,93.03585,0.5826739347831164,True,0.0719996466668817,False
59,PP_3071,Q88IC8,unreviewed,Q88IC8_PSEPK,Acetoacetyl-coenzyme A synthetase (EC 6.2.1.16),aacs PP_3071,acetoacetate-CoA ligase activity [GO:0030729],acetoacetate-CoA ligase activity [GO:0030729]; lipid metabolic process [GO:0006629],GO:0006629; GO:0030729,,lipid metabolic process [GO:0006629],PP_RS15900,acsA,aacs,PFAM AMP-dependent synthetase,I,-,6.2.1.16,ko:K01907,R01357,acs,True,"['AACOAT', 'ACS']","['S_Gluconeogenesis', 'S_Butanoate_Metabolism']",2,2,S_Gluconeogenesis,False,179.02642333333333,0.5835813596925523,True,0.0985517365807776,False
60,PP_3122,Q88I79,unreviewed,Q88I79_PSEPK,3-oxoadipate CoA-transferase (EC 2.8.3.6),atoA PP_3122,3-oxoadipate CoA-transferase activity [GO:0047569],3-oxoadipate CoA-transferase activity [GO:0047569]; beta-ketoadipate pathway [GO:0042952],GO:0042952; GO:0047569,,beta-ketoadipate pathway [GO:0042952],PP_RS16280,scoA,atoA,"COG1788 Acyl CoA acetate 3-ketoacid CoA transferase, alpha subunit",I,-,"2.8.3.5,2.8.3.6","ko:K01028,ko:K01031","R00410,R02990",sco,True,"['OCOAT1', 'OCOAT4']","['S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism', 'S_Butanoate_Metabolism']",2,2,S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism,False,176.0066866666667,0.9941620052880338,False,0.5669352745628183,False
61,PP_3123,Q88I78,unreviewed,Q88I78_PSEPK,3-oxoadipate CoA-transferase (EC 2.8.3.6),atoB PP_3123,3-oxoadipate CoA-transferase activity [GO:0047569],3-oxoadipate CoA-transferase activity [GO:0047569]; beta-ketoadipate pathway [GO:0042952],GO:0042952; GO:0047569,,beta-ketoadipate pathway [GO:0042952],PP_RS16285,scoB,atoB,"TIGRFAM 3-oxoacid CoA-transferase, B subunit",I,-,2.8.3.5,ko:K01029,R00410,sco,True,"['OCOAT1', 'OCOAT4']","['S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism', 'S_Butanoate_Metabolism']",2,2,S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism,False,128.87655333333333,0.7327108218665432,True,0.0943945777981038,False
62,PP_3280,Q88HS3,unreviewed,Q88HS3_PSEPK,3-oxoadipyl-CoA thiolase (EC 2.3.1.174),paaJ PP_3280,3-oxoadipyl-CoA thiolase activity [GO:0033812],"3-oxoadipyl-CoA thiolase activity [GO:0033812]; 3,4-dihydroxybenzoate catabolic process [GO:0019619]",GO:0019619; GO:0033812,,"3,4-dihydroxybenzoate catabolic process [GO:0019619]",PP_RS17115,paaJ,paaJ,Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed,I,"GO:0003674,GO:0003824,GO:0006082,GO:0006725,GO:0006805,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009404,GO:0009407,GO:0009410,GO:0009636,GO:0009850,GO:0009852,GO:0009987,GO:0010124,GO:0010817,GO:0016054,GO:0016740,GO:0016746,GO:0016747,GO:0019439,GO:0019748,GO:0019752,GO:0032787,GO:0033554,GO:0033812,GO:0042178,GO:0042221,GO:0042445,GO:0042447,GO:0042537,GO:0043436,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0046395,GO:0050896,GO:0051716,GO:0065007,GO:0065008,GO:0070887,GO:0071466,GO:0071704,GO:0072329,GO:0098754,GO:1901360,GO:1901361,GO:1901575","2.3.1.16,2.3.1.174,2.3.1.223,2.3.1.9","ko:K00626,ko:K00632,ko:K02615,ko:K07823","R00238,R00829,R00927,R01177,R03778,R03858,R03991,R04546,R04742,R04747,R05506,R05586,R07891,R07895,R07899,R08091,R08095,R09839",paa,True,"['OXDHCOAT', '3OXCOAT']","['S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway', 'S_Aromatic_Compounds_Degradation__Phenylacetyl_CoA_Catabolom']",2,2,S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway,False,195.2810433333333,1.0228690686030435,False,,False
63,PP_3282,Q88HS1,unreviewed,Q88HS1_PSEPK,3-hydroxyadipyl-CoA dehydrogenase (EC 1.1.1.35),paaH PP_3282,3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; 3-hydroxybutyryl-CoA dehydrogenase activity [GO:0008691]; NAD+ binding [GO:0070403],3-hydroxyacyl-CoA dehydrogenase activity [GO:0003857]; 3-hydroxybutyryl-CoA dehydrogenase activity [GO:0008691]; NAD+ binding [GO:0070403]; fatty acid metabolic process [GO:0006631]; phenylacetate catabolic process [GO:0010124],GO:0003857; GO:0006631; GO:0008691; GO:0010124; GO:0070403,,fatty acid metabolic process [GO:0006631]; phenylacetate catabolic process [GO:0010124],PP_RS17125,paaH,paaH,3-hydroxyacyl-CoA dehydrogenase,C,"GO:0003674,GO:0003824,GO:0003857,GO:0006082,GO:0006725,GO:0006805,GO:0008150,GO:0008152,GO:0008691,GO:0009056,GO:0009404,GO:0009407,GO:0009410,GO:0009636,GO:0009850,GO:0009852,GO:0009987,GO:0010124,GO:0010817,GO:0016054,GO:0016491,GO:0016614,GO:0016616,GO:0019439,GO:0019748,GO:0019752,GO:0032787,GO:0042178,GO:0042221,GO:0042445,GO:0042447,GO:0042537,GO:0043436,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0046395,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0071466,GO:0071704,GO:0072329,GO:0098754,GO:1901360,GO:1901361,GO:1901575",1.1.1.157,ko:K00074,"R01976,R05576,R06941",paa,True,['HADPCOADH3'],['S_Aromatic_Compounds_Degradation__Phenylacetyl_CoA_Catabolom'],1,1,S_Aromatic_Compounds_Degradation__Phenylacetyl_CoA_Catabolom,False,157.75762,0.5334163684021106,False,,False
64,PP_3355,Q88HK1,unreviewed,Q88HK1_PSEPK,Beta-ketothiolase,PP_3355,"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]","acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",GO:0016747,,,PP_RS17480,-,PP_3355,Belongs to the thiolase family,I,-,2.3.1.9,ko:K00626,"R00238,R01177",-,False,,[],0,0,-,False,241.72106666666664,0.424746427791115,False,,False
65,PP_3394,Q88HG4,unreviewed,Q88HG4_PSEPK,3-hydroxy-3-methylglutaryl-CoA lyase,PP_3394,"acyltransferase activity, acyl groups converted into alkyl on transfer [GO:0046912]; oxo-acid-lyase activity [GO:0016833]","acyltransferase activity, acyl groups converted into alkyl on transfer [GO:0046912]; oxo-acid-lyase activity [GO:0016833]; carboxylic acid metabolic process [GO:0019752]; cellular biosynthetic process [GO:0044249]; organonitrogen compound biosynthetic process [GO:1901566]",GO:0016833; GO:0019752; GO:0044249; GO:0046912; GO:1901566,,carboxylic acid metabolic process [GO:0019752]; cellular biosynthetic process [GO:0044249]; organonitrogen compound biosynthetic process [GO:1901566],PP_RS17675,-,PP_3394,COG0119 Isopropylmalate homocitrate citramalate synthases,E,-,4.1.3.4,ko:K01640,"R01360,R08090",-,False,,[],0,0,-,False,0.01,0.961661960670166,False,,False
66,PP_3578,Q88GY7,unreviewed,Q88GY7_PSEPK,Phosphoglucomutase (EC 5.4.2.2),pgm PP_3578,magnesium ion binding [GO:0000287]; phosphoglucomutase activity [GO:0004614],magnesium ion binding [GO:0000287]; phosphoglucomutase activity [GO:0004614]; carbohydrate metabolic process [GO:0005975],GO:0000287; GO:0004614; GO:0005975,,carbohydrate metabolic process [GO:0005975],PP_RS18590,pgm,pgm,phosphoglucomutase phosphomannomutase alpha beta alpha domain I,G,"GO:0000271,GO:0003674,GO:0003824,GO:0004614,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0005996,GO:0006006,GO:0006012,GO:0006073,GO:0006091,GO:0006112,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009059,GO:0009250,GO:0009987,GO:0015980,GO:0016051,GO:0016052,GO:0016853,GO:0016866,GO:0016868,GO:0019318,GO:0019320,GO:0019388,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0055114,GO:0071704,GO:1901575,GO:1901576",5.4.2.2,ko:K01835,"R00959,R01057,R08639",pgm,True,['PGMT'],['S_Starch_and_Sucrose_Metabolism'],1,1,S_Starch_and_Sucrose_Metabolism,False,167.82015333333334,1.065934939985078,True,0.027201485210976,False
67,PP_3744,Q88GH9,unreviewed,Q88GH9_PSEPK,Transcriptional dual regulator GlcC-Glycolate,glcC PP_3744,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-templated transcription [GO:0006351],GO:0003677; GO:0003700; GO:0006351,,DNA-templated transcription [GO:0006351],PP_RS19490,pdhR,glcC,Regulatory protein GntR HTH,K,"GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032991,GO:0032993,GO:0043565,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141",-,"ko:K05799,ko:K11474,ko:K14348",-,pdh,False,,[],0,0,-,False,225.8007333333333,0.9052349568454148,False,,False
68,PP_3754,Q88GH0,unreviewed,Q88GH0_PSEPK,"Beta-ketothiolase BktB (EC 2.3.1.16, EC 2.3.1.9)",bktB PP_3754,acetyl-CoA C-acetyltransferase activity [GO:0003985],acetyl-CoA C-acetyltransferase activity [GO:0003985],GO:0003985,,,PP_RS19540,thlA,bktB,Belongs to the thiolase family,I,-,2.3.1.9,ko:K00626,"R00238,R01177",thl,True,['ACACT1r'],['S_Butanoate_Metabolism'],1,1,S_Butanoate_Metabolism,False,176.57482333333334,0.4792243458567504,True,0.0715274725174378,False
69,PP_3755,Q88GG9,unreviewed,Q88GG9_PSEPK,3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157),hbd PP_3755,3-hydroxybutyryl-CoA dehydrogenase activity [GO:0008691]; NAD+ binding [GO:0070403],3-hydroxybutyryl-CoA dehydrogenase activity [GO:0008691]; NAD+ binding [GO:0070403]; cellular catabolic process [GO:0044248]; fatty acid metabolic process [GO:0006631]; organic substance catabolic process [GO:1901575],GO:0006631; GO:0008691; GO:0044248; GO:0070403; GO:1901575,,cellular catabolic process [GO:0044248]; fatty acid metabolic process [GO:0006631]; organic substance catabolic process [GO:1901575],PP_RS19545,paaH,hbd,PFAM 3-hydroxyacyl-CoA dehydrogenase domain protein,C,-,1.1.1.157,ko:K00074,"R01976,R05576,R06941",paa,True,['HACD1i'],['S_Fatty_Acid_Metabolism'],1,1,S_Fatty_Acid_Metabolism,False,192.17433,0.3952212805887558,True,0.0976880445927559,False
70,PP_4011,Q88FS2,unreviewed,Q88FS2_PSEPK,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),icd PP_4011,isocitrate dehydrogenase (NADP+) activity [GO:0004450]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287],isocitrate dehydrogenase (NADP+) activity [GO:0004450]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099],GO:0000287; GO:0004450; GO:0006097; GO:0006099; GO:0051287,,glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099],PP_RS20860,icd,icd,Isocitrate dehydrogenase,C,"GO:0003674,GO:0003824,GO:0004448,GO:0004450,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006091,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0022900,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0055114",1.1.1.42,ko:K00031,"R00267,R00268,R01899",icd,True,['ICDHyr'],['S_TCA_Cycle'],1,1,S_TCA_Cycle,False,107.69807333333334,0.9979638140770378,True,0.0060558220904797,False
71,PP_4012,Q88FS1,unreviewed,Q88FS1_PSEPK,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42) (Oxalosuccinate decarboxylase),idh PP_4012,isocitrate dehydrogenase (NADP+) activity [GO:0004450]; metal ion binding [GO:0046872],isocitrate dehydrogenase (NADP+) activity [GO:0004450]; metal ion binding [GO:0046872]; glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099],GO:0004450; GO:0006097; GO:0006099; GO:0046872,,glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099],PP_RS20865,icd,idh,PFAM Isocitrate dehydrogenase NADP-dependent monomeric type,C,-,1.1.1.42,ko:K00031,"R00267,R00268,R01899",icd,True,['ICDHyr'],['S_TCA_Cycle'],1,1,S_TCA_Cycle,False,34.48948,0.9327263811852364,False,0.6765914943219702,False
72,PP_4043,Q88FP6,unreviewed,Q88FP6_PSEPK,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)",gntZ PP_4043,NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616],NADP binding [GO:0050661]; phosphogluconate dehydrogenase (decarboxylating) activity [GO:0004616]; D-gluconate metabolic process [GO:0019521]; organic acid catabolic process [GO:0016054]; pentose-phosphate shunt [GO:0006098],GO:0004616; GO:0006098; GO:0016054; GO:0019521; GO:0050661,,D-gluconate metabolic process [GO:0019521]; organic acid catabolic process [GO:0016054]; pentose-phosphate shunt [GO:0006098],PP_RS21015,gnd,gntZ,6-phosphogluconate dehydrogenase,G,-,"1.1.1.343,1.1.1.44",ko:K00033,"R01528,R10221",gnd,True,['GND'],['S_Pentose_Phosphate_Pathway'],1,1,S_Pentose_Phosphate_Pathway,True,140.311,0.613325164064532,False,,False
73,PP_4116,Q88FI0,unreviewed,Q88FI0_PSEPK,Isocitrate lyase (EC 4.1.3.1) (Isocitrase) (Isocitratase),aceA PP_4116,isocitrate lyase activity [GO:0004451]; metal ion binding [GO:0046872],isocitrate lyase activity [GO:0004451]; metal ion binding [GO:0046872]; carboxylic acid metabolic process [GO:0019752],GO:0004451; GO:0019752; GO:0046872,,carboxylic acid metabolic process [GO:0019752],PP_RS21395,aceA,aceA,Isocitrate lyase,C,"GO:0003674,GO:0003824,GO:0004451,GO:0005488,GO:0005975,GO:0006081,GO:0006082,GO:0006097,GO:0008150,GO:0008152,GO:0009987,GO:0016829,GO:0016830,GO:0016833,GO:0019752,GO:0032787,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0046487,GO:0071704",4.1.3.1,ko:K01637,R00479,ace,True,['ICL'],['S_TCA_Cycle'],1,1,S_TCA_Cycle,True,143.07206666666667,0.8351549280808191,True,0.0673452542353732,False
74,PP_4119,Q88FH7,reviewed,NUOA_PSEPK,NADH-quinone oxidoreductase subunit A (EC 7.1.1.-) (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1),nuoA PP_4119,NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038],plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038],GO:0005886; GO:0008137; GO:0048038,plasma membrane [GO:0005886],,PP_RS21405,nuoA,nuoA,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",C,"GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008137,GO:0008150,GO:0008152,GO:0016020,GO:0016021,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0031224,GO:0031226,GO:0032991,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0050136,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1990204",1.6.5.3,ko:K00330,R11945,nuo,True,['NADH16pp'],['S_Oxidative_Phosphorylation'],1,1,S_Oxidative_Phosphorylation,True,18.390886666666667,1.2093645326898066,False,0.1765412725253955,False
75,PP_4120,Q88FH6,reviewed,NUOB_PSEPK,NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B),nuoB PP_4120 PP4120,"4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]","plasma membrane [GO:0005886]; 4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]",GO:0005506; GO:0005886; GO:0008137; GO:0048038; GO:0051539,plasma membrane [GO:0005886],,PP_RS21410,nuoB,nuoB ,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",C,"GO:0003674,GO:0003824,GO:0003954,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006810,GO:0006811,GO:0006812,GO:0008137,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0032991,GO:0034220,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0045333,GO:0048037,GO:0050136,GO:0051179,GO:0051234,GO:0051536,GO:0051539,GO:0051540,GO:0055085,GO:0055114,GO:0070469,GO:0070470,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098797,GO:0098803,GO:1902494,GO:1902600,GO:1990204",1.6.5.3,ko:K00331,R11945,nuo,True,['NADH16pp'],['S_Oxidative_Phosphorylation'],1,1,S_Oxidative_Phosphorylation,True,161.99644333333333,0.7525469900274114,True,0.0119928538568289,True
76,PP_4121,Q88FH5,reviewed,NUOCD_PSEPK,NADH-quinone oxidoreductase subunit C/D (EC 7.1.1.-) (NADH dehydrogenase I subunit C/D) (NDH-1 subunit C/D),nuoC nuoCD nuoD PP_4121,NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038],NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; respiratory electron transport chain [GO:0022904],GO:0005886; GO:0008137; GO:0022904; GO:0030964; GO:0048038; GO:0051287,NADH dehydrogenase complex [GO:0030964]; plasma membrane [GO:0005886],respiratory electron transport chain [GO:0022904],PP_RS21415,nuoC,nuoC,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient",C,"GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006119,GO:0006120,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008137,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016020,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0030964,GO:0032991,GO:0034641,GO:0042773,GO:0042775,GO:0044237,GO:0044238,GO:0044281,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0045333,GO:0046034,GO:0046483,GO:0050136,GO:0055086,GO:0055114,GO:0070469,GO:0070470,GO:0071704,GO:0071944,GO:0072521,GO:0098796,GO:0098797,GO:0098803,GO:1901135,GO:1901360,GO:1901564,GO:1902494,GO:1990204",1.6.5.3,ko:K13378,R11945,nuo,True,['NADH16pp'],['S_Oxidative_Phosphorylation'],1,1,S_Oxidative_Phosphorylation,True,161.82982,0.5620398967306061,True,0.0291548954111924,False
