Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88PK2,Q88PK2_PSEPK,Iscx,Donor of Fe2+ and regulator of cysteine desulfurase activity,BL_241101_PP_0812_15,352297.6667,0.053283783,-1.273404953
Q88PK4,HSCA_PSEPK,Hsca,Chaperone protein HscA homolog,BL_241101_PP_0812_15,151362.0667,0.026704986,-1.573407653
Q88PK4,HSCA_PSEPK,Hsca,Chaperone protein HscA homolog,BL_241101_PP_0812_15,162751.1667,0.030111497,-1.521267658
Q88PK4,HSCA_PSEPK,Hsca,Chaperone protein HscA homolog,BL_241101_PP_0812_15,46859.66667,0.00708736,-2.149515525
Q88PK7,Q88PK7_PSEPK,Iscu,Iron-sulfur cluster assembly scaffold protein IscU,BL_241101_PP_0812_15,136677.7,0.024114206,-1.61772704
Q88PK7,Q88PK7_PSEPK,Iscu,Iron-sulfur cluster assembly scaffold protein IscU,BL_241101_PP_0812_15,112737,0.020858098,-1.680725294
Q88PK7,Q88PK7_PSEPK,Iscu,Iron-sulfur cluster assembly scaffold protein IscU,BL_241101_PP_0812_15,254534.3333,0.038497422,-1.414568349
Q88PK8,ISCS_PSEPK,Iscs,Cysteine desulfurase IscS,BL_241101_PP_0812_15,294519.8,0.051962471,-1.284310205
Q88PK8,ISCS_PSEPK,Iscs,Cysteine desulfurase IscS,BL_241101_PP_0812_15,232436.4067,0.04300435,-1.366487615
Q88PK8,ISCS_PSEPK,Iscs,Cysteine desulfurase IscS,BL_241101_PP_0812_15,236804.6667,0.035815873,-1.445924463
Q88PL0,Q88PL0_PSEPK,Cyse,serine O-acetyltransferase,BL_241101_PP_0812_15,62598.56667,0.011044338,-1.956860312
Q88PL0,Q88PL0_PSEPK,Cyse,serine O-acetyltransferase,BL_241101_PP_0812_15,56447.03333,0.010443579,-1.981150646
Q88PL0,Q88PL0_PSEPK,Cyse,serine O-acetyltransferase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88PL1,Q88PL1_PSEPK,Trmj,tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ,BL_241101_PP_0812_15,95142.1,0.016786031,-1.775051969
Q88PL1,Q88PL1_PSEPK,Trmj,tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ,BL_241101_PP_0812_15,96335.50667,0.017823567,-1.749005382
Q88PL1,Q88PL1_PSEPK,Trmj,tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ,BL_241101_PP_0812_15,68402,0.010345562,-1.98524592
Q88PL2,Q88PL2_PSEPK,Suhb,Inositol-1-monophosphatase,BL_241101_PP_0812_15,435844.9667,0.076896635,-1.114092667
Q88PL2,Q88PL2_PSEPK,Suhb,Inositol-1-monophosphatase,BL_241101_PP_0812_15,453018.7333,0.08381551,-1.076675607
Q88PL2,Q88PL2_PSEPK,Suhb,Inositol-1-monophosphatase,BL_241101_PP_0812_15,417610.3333,0.063162094,-1.199543484
Q88PL3,Q88PL3_PSEPK,Ycfj,Regulator of flagellation,BL_241101_PP_0812_15,186115.7,0.03283661,-1.483641692
Q88PL3,Q88PL3_PSEPK,Ycfj,Regulator of flagellation,BL_241101_PP_0812_15,159995.1667,0.029601594,-1.528684905
Q88PL3,Q88PL3_PSEPK,Ycfj,Regulator of flagellation,BL_241101_PP_0812_15,171421.6667,0.025926924,-1.586249007
Q88PL4,Q88PL4_PSEPK,Secf,Protein-export membrane protein SecF,BL_241101_PP_0812_15,62186.23333,0.01097159,-1.95973045
Q88PL4,Q88PL4_PSEPK,Secf,Protein-export membrane protein SecF,BL_241101_PP_0812_15,67541.63333,0.012496252,-1.903220209
Q88PL4,Q88PL4_PSEPK,Secf,Protein-export membrane protein SecF,BL_241101_PP_0812_15,38382,0.005805142,-2.236187119
Q88PL5,Q88PL5_PSEPK,Secd,Protein translocase subunit SecD,BL_241101_PP_0812_15,300233.2333,0.052970499,-1.275965938
Q88PL5,Q88PL5_PSEPK,Secd,Protein translocase subunit SecD,BL_241101_PP_0812_15,278254.6,0.051481428,-1.288349415
Q88PL5,Q88PL5_PSEPK,Secd,Protein translocase subunit SecD,BL_241101_PP_0812_15,167142.9333,0.025279781,-1.5972267
Q88PL6,Q88PL6_PSEPK,Yajc,Sec translocon accessory complex subunit YajC,BL_241101_PP_0812_15,283409.6667,0.050002297,-1.301010042
Q88PL6,Q88PL6_PSEPK,Yajc,Sec translocon accessory complex subunit YajC,BL_241101_PP_0812_15,266558,0.049317375,-1.307000047
Q88PL6,Q88PL6_PSEPK,Yajc,Sec translocon accessory complex subunit YajC,BL_241101_PP_0812_15,306074.6667,0.046292716,-1.334487335
Q88PL7,TGT_PSEPK,Tgt,Queuine tRNA-ribosyltransferase,BL_241101_PP_0812_15,62498.73333,0.011026724,-1.957553486
Q88PL7,TGT_PSEPK,Tgt,Queuine tRNA-ribosyltransferase,BL_241101_PP_0812_15,49050.22,0.009075053,-2.042150809
Q88PL7,TGT_PSEPK,Tgt,Queuine tRNA-ribosyltransferase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88PL8,QUEA_PSEPK,Quea,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,BL_241101_PP_0812_15,20352.6,0.003590833,-2.444804804
Q88PL8,QUEA_PSEPK,Quea,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,BL_241101_PP_0812_15,30723.97333,0.005684413,-2.245314389
Q88PL8,QUEA_PSEPK,Quea,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88PM6,Q88PM6_PSEPK,Ptxb,Phosphonate transport system-binding protein,BL_241101_PP_0812_15,119490.6,0.021081866,-1.67609096
Q88PM6,Q88PM6_PSEPK,Ptxb,Phosphonate transport system-binding protein,BL_241101_PP_0812_15,116920.7067,0.021632149,-1.664900337
Q88PM6,Q88PM6_PSEPK,Ptxb,Phosphonate transport system-binding protein,BL_241101_PP_0812_15,46997,0.007108131,-2.148244584
Q88PN2,Q88PN2_PSEPK,Alac,Aminotransferase,BL_241101_PP_0812_15,276008.2667,0.04869646,-1.312502612
Q88PN2,Q88PN2_PSEPK,Alac,Aminotransferase,BL_241101_PP_0812_15,370096.7,0.068473645,-1.164476555
Q88PN2,Q88PN2_PSEPK,Alac,Aminotransferase,BL_241101_PP_0812_15,173640.6667,0.02626254,-1.580663275
Q88PN6,Q88PN6_PSEPK,Cyob,Cytochrome bo(3) ubiquinol oxidase subunit 1,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88PN6,Q88PN6_PSEPK,Cyob,Cytochrome bo(3) ubiquinol oxidase subunit 1,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88PN6,Q88PN6_PSEPK,Cyob,Cytochrome bo(3) ubiquinol oxidase subunit 1,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88PN7,Q88PN7_PSEPK,Cyoa,Ubiquinol oxidase subunit 2,BL_241101_PP_0812_15,3352.8,0.000591538,-3.228017054
Q88PN7,Q88PN7_PSEPK,Cyoa,Ubiquinol oxidase subunit 2,BL_241101_PP_0812_15,7424.44,0.001373637,-2.862128066
Q88PN7,Q88PN7_PSEPK,Cyoa,Ubiquinol oxidase subunit 2,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88PP9,Q88PP9_PSEPK,Opdc,Histidine-specific outer membrane porin D,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88PP9,Q88PP9_PSEPK,Opdc,Histidine-specific outer membrane porin D,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88PP9,Q88PP9_PSEPK,Opdc,Histidine-specific outer membrane porin D,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88PQ1,Q88PQ1_PSEPK,Pp_0797,DUF2383 domain-containing protein,BL_241101_PP_0812_15,45548.33333,0.008036145,-2.094952211
Q88PQ1,Q88PQ1_PSEPK,Pp_0797,DUF2383 domain-containing protein,BL_241101_PP_0812_15,34483.18,0.006379925,-2.195184459
Q88PQ1,Q88PQ1_PSEPK,Pp_0797,DUF2383 domain-containing protein,BL_241101_PP_0812_15,37420.66667,0.005659744,-2.247203199
Q88PQ4,Q88PQ4_PSEPK,Fruk,Phosphofructokinase,BL_241101_PP_0812_15,19818.06667,0.003496525,-2.456363417
Q88PQ4,Q88PQ4_PSEPK,Fruk,Phosphofructokinase,BL_241101_PP_0812_15,23963.81333,0.004433678,-2.35323584
Q88PQ4,Q88PQ4_PSEPK,Fruk,Phosphofructokinase,BL_241101_PP_0812_15,12927.2,0.001955194,-2.708810252
Q88PQ5,Q88PQ5_PSEPK,Frub,phosphoenolpyruvate--protein phosphotransferase,BL_241101_PP_0812_15,57584.96667,0.010159783,-1.993115582
Q88PQ5,Q88PQ5_PSEPK,Frub,phosphoenolpyruvate--protein phosphotransferase,BL_241101_PP_0812_15,67876.4,0.01255819,-1.901072968
Q88PQ5,Q88PQ5_PSEPK,Frub,phosphoenolpyruvate--protein phosphotransferase,BL_241101_PP_0812_15,40211,0.006081772,-2.215969846
Q88PQ6,Q88PQ6_PSEPK,Cra,"Catabolite repressor-activator, DNA-binding transcriptional dual regulator",BL_241101_PP_0812_15,63617.93333,0.011224186,-1.949845145
Q88PQ6,Q88PQ6_PSEPK,Cra,"Catabolite repressor-activator, DNA-binding transcriptional dual regulator",BL_241101_PP_0812_15,102002.3333,0.018872018,-1.724181662
Q88PQ6,Q88PQ6_PSEPK,Cra,"Catabolite repressor-activator, DNA-binding transcriptional dual regulator",BL_241101_PP_0812_15,11949.06667,0.001807254,-2.742980736
Q88PR1,Q88PR1_PSEPK,Nadc,nicotinate-nucleotide diphosphorylase (carboxylating),BL_241101_PP_0812_15,145061.1333,0.025593305,-1.591873635
Q88PR1,Q88PR1_PSEPK,Nadc,nicotinate-nucleotide diphosphorylase (carboxylating),BL_241101_PP_0812_15,136739.5733,0.025298947,-1.596897548
Q88PR1,Q88PR1_PSEPK,Nadc,nicotinate-nucleotide diphosphorylase (carboxylating),BL_241101_PP_0812_15,83759.7,0.01266836,-1.897279607
Q88PR2,Q88PR2_PSEPK,Trxb,Thioredoxin reductase,BL_241101_PP_0812_15,288071.7667,0.050824837,-1.293924006
Q88PR2,Q88PR2_PSEPK,Trxb,Thioredoxin reductase,BL_241101_PP_0812_15,293736.1333,0.054345752,-1.264834395
Q88PR2,Q88PR2_PSEPK,Trxb,Thioredoxin reductase,BL_241101_PP_0812_15,256759.3333,0.038833946,-1.41078848
Q88PS1,Q88PS1_PSEPK,Pp_0777,Glutathione peroxidase,BL_241101_PP_0812_15,45009.8,0.007941131,-2.100117619
Q88PS1,Q88PS1_PSEPK,Pp_0777,Glutathione peroxidase,BL_241101_PP_0812_15,51659.16667,0.009557749,-2.019644372
Q88PS1,Q88PS1_PSEPK,Pp_0777,Glutathione peroxidase,BL_241101_PP_0812_15,34374,0.005198947,-2.284084647
Q88PS2,Q88PS2_PSEPK,Slyd,Peptidyl-prolyl cis-trans isomerase,BL_241101_PP_0812_15,230873.8667,0.040733345,-1.390049925
Q88PS2,Q88PS2_PSEPK,Slyd,Peptidyl-prolyl cis-trans isomerase,BL_241101_PP_0812_15,195837.8,0.036233038,-1.440895246
Q88PS2,Q88PS2_PSEPK,Slyd,Peptidyl-prolyl cis-trans isomerase,BL_241101_PP_0812_15,554366.6667,0.083846008,-1.076517611
Q88PS4,PTA_PSEPK,Pta,Phosphate acetyltransferase,BL_241101_PP_0812_15,31774.56667,0.005606024,-2.251345065
Q88PS4,PTA_PSEPK,Pta,Phosphate acetyltransferase,BL_241101_PP_0812_15,136043.9667,0.025170249,-1.599112482
Q88PS4,PTA_PSEPK,Pta,Phosphate acetyltransferase,BL_241101_PP_0812_15,4677.4,0.00070744,-3.150310209
Q88PS5,Q88PS5_PSEPK,Yiad,OmpA/MotB domain-containing protein,BL_241101_PP_0812_15,486268.1333,0.085792853,-1.066548892
Q88PS5,Q88PS5_PSEPK,Yiad,OmpA/MotB domain-containing protein,BL_241101_PP_0812_15,379609.1467,0.070233595,-1.1534551
Q88PS5,Q88PS5_PSEPK,Yiad,OmpA/MotB domain-containing protein,BL_241101_PP_0812_15,392869.3333,0.059420104,-1.22606659
Q88PT0,Q88PT0_PSEPK,Pp_0768,Response regulator/TPR domain protein,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88PT0,Q88PT0_PSEPK,Pp_0768,Response regulator/TPR domain protein,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88PT0,Q88PT0_PSEPK,Pp_0768,Response regulator/TPR domain protein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88PT2,Q88PT2_PSEPK,Pp_0766,DUF1329 domain-containing protein,BL_241101_PP_0812_15,96500.76667,0.017025743,-1.768893938
Q88PT2,Q88PT2_PSEPK,Pp_0766,DUF1329 domain-containing protein,BL_241101_PP_0812_15,108843.7,0.020137777,-1.695988472
Q88PT2,Q88PT2_PSEPK,Pp_0766,DUF1329 domain-containing protein,BL_241101_PP_0812_15,63464.16667,0.009598732,-2.017786138
Q88PT3,Q88PT3_PSEPK,Pp_0765,Adhesin,BL_241101_PP_0812_15,48774.33333,0.008605312,-2.06523336
Q88PT3,Q88PT3_PSEPK,Pp_0765,Adhesin,BL_241101_PP_0812_15,31467.66667,0.005822008,-2.234927227
Q88PT3,Q88PT3_PSEPK,Pp_0765,Adhesin,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88PT5,Q88PT5_PSEPK,Pp_0763,Medium-chain-fatty-acid CoA ligase,BL_241101_PP_0812_15,713591.6667,0.125899808,-0.899974932
Q88PT5,Q88PT5_PSEPK,Pp_0763,Medium-chain-fatty-acid CoA ligase,BL_241101_PP_0812_15,755855.6667,0.139845052,-0.854352895
Q88PT5,Q88PT5_PSEPK,Pp_0763,Medium-chain-fatty-acid CoA ligase,BL_241101_PP_0812_15,187702,0.028389267,-1.54684582
Q88PT6,Q88PT6_PSEPK,Hpra,Glycerate dehydrogenase,BL_241101_PP_0812_15,46729.93333,0.008244617,-2.08382954
Q88PT6,Q88PT6_PSEPK,Hpra,Glycerate dehydrogenase,BL_241101_PP_0812_15,15536.41333,0.002874478,-2.541441001
Q88PT6,Q88PT6_PSEPK,Hpra,Glycerate dehydrogenase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88PT7,RSMC_PSEPK,Rsmc,Ribosomal RNA small subunit methyltransferase C,BL_241101_PP_0812_15,28517.5,0.005031376,-2.298313251
Q88PT7,RSMC_PSEPK,Rsmc,Ribosomal RNA small subunit methyltransferase C,BL_241101_PP_0812_15,54727.43333,0.010125426,-1.994586688
Q88PT7,RSMC_PSEPK,Rsmc,Ribosomal RNA small subunit methyltransferase C,BL_241101_PP_0812_15,7909.766667,0.001196324,-2.922151048
Q88PT9,Q88PT9_PSEPK,Pp_0759,Peptidase M48 domain-containing protein,BL_241101_PP_0812_15,61925.7,0.010925623,-1.961553777
Q88PT9,Q88PT9_PSEPK,Pp_0759,Peptidase M48 domain-containing protein,BL_241101_PP_0812_15,58474.14,0.010818625,-1.965827925
Q88PT9,Q88PT9_PSEPK,Pp_0759,Peptidase M48 domain-containing protein,BL_241101_PP_0812_15,57966.8,0.008767275,-2.057135394
Q88PU2,Q88PU2_PSEPK,Pp_0756,Phospholipid/glycerol acyltransferase domain-containing protein,BL_241101_PP_0812_15,28959.66667,0.005109388,-2.291631143
Q88PU2,Q88PU2_PSEPK,Pp_0756,Phospholipid/glycerol acyltransferase domain-containing protein,BL_241101_PP_0812_15,32290.18,0.005974185,-2.223721302
Q88PU2,Q88PU2_PSEPK,Pp_0756,Phospholipid/glycerol acyltransferase domain-containing protein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88PU5,Q88PU5_PSEPK,Pp_0753,Lipoprotein,BL_241101_PP_0812_15,299104.2333,0.052771308,-1.277602142
Q88PU5,Q88PU5_PSEPK,Pp_0753,Lipoprotein,BL_241101_PP_0812_15,325516.7,0.060225651,-1.220218494
Q88PU5,Q88PU5_PSEPK,Pp_0753,Lipoprotein,BL_241101_PP_0812_15,277988.8333,0.042044833,-1.376287369
Q88PU7,MQO1_PSEPK,Mqo1,Probable malate:quinone oxidoreductase 1,BL_241101_PP_0812_15,311457.6667,0.054950839,-1.260025676
Q88PU7,MQO1_PSEPK,Mqo1,Probable malate:quinone oxidoreductase 1,BL_241101_PP_0812_15,295795.3333,0.054726736,-1.26180045
Q88PU7,MQO1_PSEPK,Mqo1,Probable malate:quinone oxidoreductase 1,BL_241101_PP_0812_15,284815.6667,0.043077367,-1.365750845
Q88PU8,Q88PU8_PSEPK,Pp_0750,Aminopeptidase,BL_241101_PP_0812_15,296070.0667,0.052235986,-1.2820302
Q88PU8,Q88PU8_PSEPK,Pp_0750,Aminopeptidase,BL_241101_PP_0812_15,212332.6667,0.039284845,-1.405774954
Q88PU8,Q88PU8_PSEPK,Pp_0750,Aminopeptidase,BL_241101_PP_0812_15,815323.9667,0.123314881,-0.908984511
Q88PU9,Q88PU9_PSEPK,Pp_0749,Uncharacterized protein,BL_241101_PP_0812_15,9236.866667,0.001629671,-2.787900027
Q88PU9,Q88PU9_PSEPK,Pp_0749,Uncharacterized protein,BL_241101_PP_0812_15,10338.64667,0.00191281,-2.718328075
Q88PU9,Q88PU9_PSEPK,Pp_0749,Uncharacterized protein,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88PV2,UPP_PSEPK,Upp,Uracil phosphoribosyltransferase,BL_241101_PP_0812_15,104467.6,0.01843134,-1.734443084
Q88PV2,UPP_PSEPK,Upp,Uracil phosphoribosyltransferase,BL_241101_PP_0812_15,256962.8133,0.047542116,-1.32292149
Q88PV2,UPP_PSEPK,Upp,Uracil phosphoribosyltransferase,BL_241101_PP_0812_15,28939.1,0.004376937,-2.358829699
Q88PV5,Q88PV5_PSEPK,Yfch,Conserved protein with NAD(P)-binding Rossmann-fold domain,BL_241101_PP_0812_15,32450.76667,0.005725327,-2.24219974
Q88PV5,Q88PV5_PSEPK,Yfch,Conserved protein with NAD(P)-binding Rossmann-fold domain,BL_241101_PP_0812_15,57088.36667,0.010562236,-1.97624415
Q88PV5,Q88PV5_PSEPK,Yfch,Conserved protein with NAD(P)-binding Rossmann-fold domain,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88PV6,Q88PV6_PSEPK,Pp_0742,Renalase,BL_241101_PP_0812_15,56834.1,0.010027306,-1.998815715
Q88PV6,Q88PV6_PSEPK,Pp_0742,Renalase,BL_241101_PP_0812_15,29273.64,0.005416079,-2.26631504
Q88PV6,Q88PV6_PSEPK,Pp_0742,Renalase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88PW3,Q88PW3_PSEPK,Moeb,Molybdopterin-synthase adenylyltransferase,BL_241101_PP_0812_15,30252.23333,0.005337437,-2.27266726
Q88PW3,Q88PW3_PSEPK,Moeb,Molybdopterin-synthase adenylyltransferase,BL_241101_PP_0812_15,68436.00667,0.012661725,-1.897507108
Q88PW3,Q88PW3_PSEPK,Moeb,Molybdopterin-synthase adenylyltransferase,BL_241101_PP_0812_15,5231.266667,0.000791211,-3.101707861
Q88PW5,RF1_PSEPK,Prfa,Peptide chain release factor 1,BL_241101_PP_0812_15,32182.63333,0.005678019,-2.245803124
Q88PW5,RF1_PSEPK,Prfa,Peptide chain release factor 1,BL_241101_PP_0812_15,47439.7,0.008777082,-2.056649834
Q88PW5,RF1_PSEPK,Prfa,Peptide chain release factor 1,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88PX3,Q88PX3_PSEPK,Pp_0725,Conserved hypothetical TPR repeat protein,BL_241101_PP_0812_15,120107.7333,0.021190747,-1.673853731
Q88PX3,Q88PX3_PSEPK,Pp_0725,Conserved hypothetical TPR repeat protein,BL_241101_PP_0812_15,54338.48,0.010053464,-1.997684282
Q88PX3,Q88PX3_PSEPK,Pp_0725,Conserved hypothetical TPR repeat protein,BL_241101_PP_0812_15,36573.66667,0.005531638,-2.257146217
Q88PX6,KPRS_PSEPK,Prs,Ribose-phosphate pyrophosphokinase,BL_241101_PP_0812_15,750907.6,0.132483502,-0.877838202
Q88PX6,KPRS_PSEPK,Prs,Ribose-phosphate pyrophosphokinase,BL_241101_PP_0812_15,791638.2,0.146465377,-0.834265025
Q88PX6,KPRS_PSEPK,Prs,Ribose-phosphate pyrophosphokinase,BL_241101_PP_0812_15,878041,0.132800612,-0.876799924
Q88PX7,RL25_PSEPK,Rply,Large ribosomal subunit protein bL25,BL_241101_PP_0812_15,2047271.333,0.361202463,-0.442249296
Q88PX7,RL25_PSEPK,Rply,Large ribosomal subunit protein bL25,BL_241101_PP_0812_15,2129276.667,0.393949294,-0.404559673
Q88PX7,RL25_PSEPK,Rply,Large ribosomal subunit protein bL25,BL_241101_PP_0812_15,3325600,0.502985299,-0.298444708
Q88PX9,Q88PX9_PSEPK,Ychf,Ribosome-binding ATPase YchF,BL_241101_PP_0812_15,229529.4,0.040496139,-1.39258638
Q88PX9,Q88PX9_PSEPK,Ychf,Ribosome-binding ATPase YchF,BL_241101_PP_0812_15,229022.5333,0.04237273,-1.372913554
Q88PX9,Q88PX9_PSEPK,Ychf,Ribosome-binding ATPase YchF,BL_241101_PP_0812_15,157387.3,0.023804275,-1.623345035
Q88PY6,Q88PY6_PSEPK,Ppkb,ADP/GDP-polyphosphate phosphotransferase,BL_241101_PP_0812_15,290397,0.051235081,-1.290432576
Q88PY6,Q88PY6_PSEPK,Ppkb,ADP/GDP-polyphosphate phosphotransferase,BL_241101_PP_0812_15,249422.7,0.046147078,-1.335855792
Q88PY6,Q88PY6_PSEPK,Ppkb,ADP/GDP-polyphosphate phosphotransferase,BL_241101_PP_0812_15,97857,0.014800527,-1.829722822
Q88PY7,Q88PY7_PSEPK,Ycac-i,Hydrolase,BL_241101_PP_0812_15,1676.4,0.000295769,-3.52904705
Q88PY7,Q88PY7_PSEPK,Ycac-i,Hydrolase,BL_241101_PP_0812_15,3712.22,0.000686818,-3.163158062
Q88PY7,Q88PY7_PSEPK,Ycac-i,Hydrolase,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88Q05,Q88Q05_PSEPK,Pp_0693,Chromosome partitioning protein ParA,BL_241101_PP_0812_15,136400.7,0.024065334,-1.618608103
Q88Q05,Q88Q05_PSEPK,Pp_0693,Chromosome partitioning protein ParA,BL_241101_PP_0812_15,34367.07333,0.006358443,-2.196649219
Q88Q05,Q88Q05_PSEPK,Pp_0693,Chromosome partitioning protein ParA,BL_241101_PP_0812_15,0,1.00E-05,-5
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,BL_241101_PP_0812_15,131324.9333,0.023169811,-1.635077513
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,BL_241101_PP_0812_15,127539.5,0.023596791,-1.627147058
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,BL_241101_PP_0812_15,128990.4,0.019509344,-1.70975733
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,BL_241101_PP_0812_15,229825.5333,0.040548386,-1.392026425
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,BL_241101_PP_0812_15,202851.74,0.037530726,-1.425613031
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,BL_241101_PP_0812_15,113727.3333,0.017200859,-1.764449864
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,BL_241101_PP_0812_15,1408991.333,0.24858998,-0.60451638
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,BL_241101_PP_0812_15,1422591.333,0.263201518,-0.57971161
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,BL_241101_PP_0812_15,1400951.7,0.211889015,-0.673891557
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,BL_241101_PP_0812_15,1913333.333,0.337571626,-0.471634064
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,BL_241101_PP_0812_15,2110000,0.390382811,-0.408509313
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,BL_241101_PP_0812_15,2213333.333,0.334758879,-0.475267895
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,BL_241101_PP_0812_15,317502.1333,0.056017271,-1.251678054
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,BL_241101_PP_0812_15,303221.4067,0.056100675,-1.25103191
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,BL_241101_PP_0812_15,277167.3333,0.041920584,-1.377572676
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,BL_241101_PP_0812_15,231260.8,0.040801612,-1.389322678
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,BL_241101_PP_0812_15,217499.48,0.040240786,-1.395333545
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,BL_241101_PP_0812_15,365619.3333,0.055298638,-1.257285567
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,BL_241101_PP_0812_15,461774.3333,0.081471383,-1.088994912
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,BL_241101_PP_0812_15,285546.3333,0.052830512,-1.27711518
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,BL_241101_PP_0812_15,684284,0.103495547,-0.985078334
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,BL_241101_PP_0812_15,164756.2667,0.02906814,-1.536582759
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,BL_241101_PP_0812_15,243856.4067,0.045117227,-1.345657598
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,BL_241101_PP_0812_15,81892.2,0.012385907,-1.907072181
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,BL_241101_PP_0812_15,178309.1667,0.031459294,-1.502251031
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,BL_241101_PP_0812_15,224920.0333,0.041613704,-1.380763629
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,BL_241101_PP_0812_15,175923.6667,0.026607836,-1.574990452
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,BL_241101_PP_0812_15,429200.1,0.075724273,-1.120764887
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,BL_241101_PP_0812_15,530792.7,0.098204904,-1.007866827
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,BL_241101_PP_0812_15,422433.1333,0.063891525,-1.194556745
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,BL_241101_PP_0812_15,790971.3333,0.139551993,-0.855263958
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,BL_241101_PP_0812_15,766782,0.141866594,-0.848119859
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,BL_241101_PP_0812_15,686925,0.103894989,-0.983405397
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,BL_241101_PP_0812_15,95005.46667,0.016761925,-1.775676106
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,BL_241101_PP_0812_15,110905.34,0.020519213,-1.687839311
Q88Q40,Q88Q40_PSEPK,Pp_0658,Homocysteine S-methyltransferase family protein,BL_241101_PP_0812_15,73840.2,0.01116807,-1.952021856
